Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,7
Host write range: ,6728
Total Erase Count is: ,6755
Max Erase Count: ,37
Min Erase Count: ,0
Avg Erase Count: ,33.775000
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,1200
WAF is: ,1.208811

VB No,Valid Count,Erase Count
0,36,34
1,36,33
2,1,34
3,36,35
4,36,33
5,36,32
6,36,33
7,36,35
8,36,35
9,36,34
10,36,34
11,36,32
12,36,33
13,36,32
14,36,32
15,36,33
16,36,34
17,36,35
18,36,33
19,36,32
20,0,36
21,36,33
22,36,32
23,36,34
24,36,33
25,36,33
26,36,32
27,36,34
28,36,36
29,36,34
30,36,36
31,36,32
32,36,33
33,36,33
34,36,32
35,36,33
36,36,32
37,36,34
38,36,32
39,36,37
40,36,33
41,36,36
42,0,36
43,36,32
44,36,34
45,36,33
46,36,32
47,36,34
48,36,32
49,36,32
50,36,33
51,36,33
52,36,34
53,36,33
54,35,33
55,36,32
56,36,36
57,36,36
58,32,35
59,36,33
60,36,34
61,36,33
62,36,34
63,36,33
64,36,32
65,36,34
66,0,36
67,36,34
68,36,34
69,36,33
70,36,33
71,36,33
72,36,36
73,36,32
74,36,35
75,36,34
76,36,32
77,36,33
78,36,33
79,36,34
80,36,33
81,36,36
82,36,32
83,36,34
84,36,34
85,36,34
86,36,35
87,36,35
88,0,36
89,36,33
90,36,33
91,36,32
92,36,34
93,36,33
94,36,34
95,36,33
96,36,33
97,36,33
98,36,34
99,36,36
100,36,36
101,36,36
102,36,33
103,36,34
104,36,32
105,36,33
106,36,33
107,36,35
108,36,34
109,36,36
110,36,32
111,36,34
112,36,35
113,0,36
114,36,35
115,36,34
116,36,33
117,36,33
118,36,32
119,36,32
120,36,34
121,36,33
122,36,36
123,36,34
124,36,32
125,36,35
126,0,36
127,0,36
128,36,33
129,36,34
130,36,34
131,36,35
132,36,34
133,36,33
134,36,32
135,36,34
136,36,32
137,36,33
138,36,36
139,36,34
140,36,35
141,36,33
142,36,36
143,36,32
144,36,35
145,36,36
146,36,34
147,0,36
148,36,35
149,36,33
150,36,34
151,36,32
152,36,34
153,36,33
154,36,32
155,36,33
156,36,34
157,36,33
158,36,32
159,36,35
160,36,32
161,36,34
162,36,36
163,36,32
164,36,36
165,36,33
166,36,34
167,36,33
168,36,33
169,36,32
170,36,35
171,36,35
172,36,32
173,36,34
174,36,36
175,36,34
176,36,36
177,36,33
178,36,34
179,36,35
180,36,32
181,0,36
182,0,36
183,36,35
184,36,32
185,36,33
186,36,32
187,36,35
188,36,33
189,36,34
190,36,35
191,36,36
192,36,33
193,0,37
194,0,35
195,36,33
196,36,36
197,36,32
198,36,32
199,36,34


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,2844,2844,1,35,1
1,2845,2845,1,35,1
2,2846,2846,1,35,1
3,2847,2847,1,35,1
4,2848,2848,1,35,1
5,2849,2849,1,35,1
6,2850,2850,1,35,1
7,2851,2851,1,35,1
8,2852,2852,1,35,1
9,2853,2853,1,35,1
10,2854,2854,1,35,1
11,2855,2855,1,35,1
12,2856,2856,1,35,1
13,2857,2857,1,35,1
14,2858,2858,1,35,1
15,2859,2859,1,35,1
16,2860,2860,1,35,1
17,2861,2861,1,35,1
18,2862,2862,1,35,1
19,2863,2863,1,35,1
20,2864,2864,1,35,1
21,2865,2865,1,35,1
22,2866,2866,1,35,1
23,2867,2867,1,35,1
24,2868,2868,1,35,1
25,2869,2869,1,35,1
26,2870,2870,1,35,1
27,2871,2871,1,35,1
28,2872,2872,1,35,1
29,2873,2873,1,35,1
30,2874,2874,1,35,1
31,2875,2875,1,35,1
32,2876,2876,1,35,1
33,2877,2877,1,35,1
34,2878,2878,1,35,1
35,2879,2879,1,35,1
36,828,828,1,34,1
37,829,829,1,34,1
38,830,830,1,34,1
39,831,831,1,34,1
40,832,832,1,34,1
41,833,833,1,34,1
42,834,834,1,34,1
43,835,835,1,34,1
44,836,836,1,34,1
45,837,837,1,34,1
46,838,838,1,34,1
47,839,839,1,34,1
48,840,840,1,34,1
49,841,841,1,34,1
50,842,842,1,34,1
51,843,843,1,34,1
52,844,844,1,34,1
53,845,845,1,34,1
54,846,846,1,34,1
55,847,847,1,34,1
56,848,848,1,34,1
57,849,849,1,34,1
58,850,850,1,34,1
59,851,851,1,34,1
60,852,852,1,34,1
61,853,853,1,34,1
62,854,854,1,34,1
63,855,855,1,34,1
64,856,856,1,34,1
65,857,857,1,34,1
66,858,858,1,34,1
67,859,859,1,34,1
68,860,860,1,34,1
69,861,861,1,34,1
70,862,862,1,34,1
71,863,863,1,34,1
72,0,0,3378,35,0
73,0,0,3379,35,0
74,0,0,3380,35,0
75,0,0,3381,35,0
76,0,0,3382,35,0
77,0,0,3383,35,0
78,0,0,3384,35,0
79,0,0,3385,35,0
80,0,0,3386,35,0
81,0,0,3387,35,0
82,0,0,3388,35,0
83,0,0,3389,35,0
84,0,0,3390,35,0
85,0,0,3391,35,0
86,0,0,3392,35,0
87,0,0,3393,35,1
88,4294967295,65535,65535,34,0
89,4294967295,65535,65535,34,0
90,4294967295,65535,65535,34,0
91,4294967295,65535,65535,34,0
92,4294967295,65535,65535,34,0
93,4294967295,65535,65535,34,0
94,4294967295,65535,65535,34,0
95,4294967295,65535,65535,34,0
96,4294967295,65535,65535,34,0
97,4294967295,65535,65535,34,0
98,4294967295,65535,65535,34,0
99,4294967295,65535,65535,34,0
100,4294967295,65535,65535,34,0
101,4294967295,65535,65535,34,0
102,4294967295,65535,65535,34,0
103,4294967295,65535,65535,34,0
104,4294967295,65535,65535,34,0
105,4294967295,65535,65535,34,0
106,4294967295,65535,65535,34,0
107,4294967295,65535,65535,34,0
108,5940,5940,1,36,1
109,5941,5941,1,36,1
110,5942,5942,1,36,1
111,5943,5943,1,36,1
112,5944,5944,1,36,1
113,5945,5945,1,36,1
114,5946,5946,1,36,1
115,5947,5947,1,36,1
116,5948,5948,1,36,1
117,5949,5949,1,36,1
118,5950,5950,1,36,1
119,5951,5951,1,36,1
120,5952,5952,1,36,1
121,5953,5953,1,36,1
122,5954,5954,1,36,1
123,5955,5955,1,36,1
124,5956,5956,1,36,1
125,5957,5957,1,36,1
126,5958,5958,1,36,1
127,5959,5959,1,36,1
128,5960,5960,1,36,1
129,5961,5961,1,36,1
130,5962,5962,1,36,1
131,5963,5963,1,36,1
132,5964,5964,1,36,1
133,5965,5965,1,36,1
134,5966,5966,1,36,1
135,5967,5967,1,36,1
136,5968,5968,1,36,1
137,5969,5969,1,36,1
138,5970,5970,1,36,1
139,5971,5971,1,36,1
140,5972,5972,1,36,1
141,5973,5973,1,36,1
142,5974,5974,1,36,1
143,5975,5975,1,36,1
144,5832,5832,1,34,1
145,5833,5833,1,34,1
146,5834,5834,1,34,1
147,5835,5835,1,34,1
148,5836,5836,1,34,1
149,5837,5837,1,34,1
150,5838,5838,1,34,1
151,5839,5839,1,34,1
152,5840,5840,1,34,1
153,5841,5841,1,34,1
154,5842,5842,1,34,1
155,5843,5843,1,34,1
156,5844,5844,1,34,1
157,5845,5845,1,34,1
158,5846,5846,1,34,1
159,5847,5847,1,34,1
160,5848,5848,1,34,1
161,5849,5849,1,34,1
162,5850,5850,1,34,1
163,5851,5851,1,34,1
164,5852,5852,1,34,1
165,5853,5853,1,34,1
166,5854,5854,1,34,1
167,5855,5855,1,34,1
168,5856,5856,1,34,1
169,5857,5857,1,34,1
170,5858,5858,1,34,1
171,5859,5859,1,34,1
172,5860,5860,1,34,1
173,5861,5861,1,34,1
174,5862,5862,1,34,1
175,5863,5863,1,34,1
176,5864,5864,1,34,1
177,5865,5865,1,34,1
178,5866,5866,1,34,1
179,5867,5867,1,34,1
180,6336,6336,1,33,1
181,6337,6337,1,33,1
182,6338,6338,1,33,1
183,6339,6339,1,33,1
184,6340,6340,1,33,1
185,6341,6341,1,33,1
186,6342,6342,1,33,1
187,6343,6343,1,33,1
188,6344,6344,1,33,1
189,6345,6345,1,33,1
190,6346,6346,1,33,1
191,6347,6347,1,33,1
192,6348,6348,1,33,1
193,6349,6349,1,33,1
194,6350,6350,1,33,1
195,6351,6351,1,33,1
196,6352,6352,1,33,1
197,6353,6353,1,33,1
198,6354,6354,1,33,1
199,6355,6355,1,33,1
200,6356,6356,1,33,1
201,6357,6357,1,33,1
202,6358,6358,1,33,1
203,6359,6359,1,33,1
204,6360,6360,1,33,1
205,6361,6361,1,33,1
206,6362,6362,1,33,1
207,6363,6363,1,33,1
208,6364,6364,1,33,1
209,6365,6365,1,33,1
210,6366,6366,1,33,1
211,6367,6367,1,33,1
212,6368,6368,1,33,1
213,6369,6369,1,33,1
214,6370,6370,1,33,1
215,6371,6371,1,33,1
216,3816,3816,1,34,1
217,3817,3817,1,34,1
218,3818,3818,1,34,1
219,3819,3819,1,34,1
220,3820,3820,1,34,1
221,3821,3821,1,34,1
222,3822,3822,1,34,1
223,3823,3823,1,34,1
224,3824,3824,1,34,1
225,3825,3825,1,34,1
226,3826,3826,1,34,1
227,3827,3827,1,34,1
228,3828,3828,1,34,1
229,3829,3829,1,34,1
230,3830,3830,1,34,1
231,3831,3831,1,34,1
232,3832,3832,1,34,1
233,3833,3833,1,34,1
234,3834,3834,1,34,1
235,3835,3835,1,34,1
236,3836,3836,1,34,1
237,3837,3837,1,34,1
238,3838,3838,1,34,1
239,3839,3839,1,34,1
240,3840,3840,1,34,1
241,3841,3841,1,34,1
242,3842,3842,1,34,1
243,3843,3843,1,34,1
244,3844,3844,1,34,1
245,3845,3845,1,34,1
246,3846,3846,1,34,1
247,3847,3847,1,34,1
248,3848,3848,1,34,1
249,3849,3849,1,34,1
250,3850,3850,1,34,1
251,3851,3851,1,34,1
252,1548,1548,1,36,1
253,1549,1549,1,36,1
254,1550,1550,1,36,1
255,1551,1551,1,36,1
256,1552,1552,1,36,1
257,1553,1553,1,36,1
258,1554,1554,1,36,1
259,1555,1555,1,36,1
260,1556,1556,1,36,1
261,1557,1557,1,36,1
262,1558,1558,1,36,1
263,1559,1559,1,36,1
264,1560,1560,1,36,1
265,1561,1561,1,36,1
266,1562,1562,1,36,1
267,1563,1563,1,36,1
268,1564,1564,1,36,1
269,1565,1565,1,36,1
270,1566,1566,1,36,1
271,1567,1567,1,36,1
272,1568,1568,1,36,1
273,1569,1569,1,36,1
274,1570,1570,1,36,1
275,1571,1571,1,36,1
276,1572,1572,1,36,1
277,1573,1573,1,36,1
278,1574,1574,1,36,1
279,1575,1575,1,36,1
280,1576,1576,1,36,1
281,1577,1577,1,36,1
282,1578,1578,1,36,1
283,1579,1579,1,36,1
284,1580,1580,1,36,1
285,1581,1581,1,36,1
286,1582,1582,1,36,1
287,1583,1583,1,36,1
288,432,432,1,36,1
289,433,433,1,36,1
290,434,434,1,36,1
291,435,435,1,36,1
292,436,436,1,36,1
293,437,437,1,36,1
294,438,438,1,36,1
295,439,439,1,36,1
296,440,440,1,36,1
297,441,441,1,36,1
298,442,442,1,36,1
299,443,443,1,36,1
300,444,444,1,36,1
301,445,445,1,36,1
302,446,446,1,36,1
303,447,447,1,36,1
304,448,448,1,36,1
305,449,449,1,36,1
306,450,450,1,36,1
307,451,451,1,36,1
308,452,452,1,36,1
309,453,453,1,36,1
310,454,454,1,36,1
311,455,455,1,36,1
312,456,456,1,36,1
313,457,457,1,36,1
314,458,458,1,36,1
315,459,459,1,36,1
316,460,460,1,36,1
317,461,461,1,36,1
318,462,462,1,36,1
319,463,463,1,36,1
320,464,464,1,36,1
321,465,465,1,36,1
322,466,466,1,36,1
323,467,467,1,36,1
324,2916,2916,1,35,1
325,2917,2917,1,35,1
326,2918,2918,1,35,1
327,2919,2919,1,35,1
328,2920,2920,1,35,1
329,2921,2921,1,35,1
330,2922,2922,1,35,1
331,2923,2923,1,35,1
332,2924,2924,1,35,1
333,2925,2925,1,35,1
334,2926,2926,1,35,1
335,2927,2927,1,35,1
336,2928,2928,1,35,1
337,2929,2929,1,35,1
338,2930,2930,1,35,1
339,2931,2931,1,35,1
340,2932,2932,1,35,1
341,2933,2933,1,35,1
342,2934,2934,1,35,1
343,2935,2935,1,35,1
344,2936,2936,1,35,1
345,2937,2937,1,35,1
346,2938,2938,1,35,1
347,2939,2939,1,35,1
348,2940,2940,1,35,1
349,2941,2941,1,35,1
350,2942,2942,1,35,1
351,2943,2943,1,35,1
352,2944,2944,1,35,1
353,2945,2945,1,35,1
354,2946,2946,1,35,1
355,2947,2947,1,35,1
356,2948,2948,1,35,1
357,2949,2949,1,35,1
358,2950,2950,1,35,1
359,2951,2951,1,35,1
360,936,936,1,35,1
361,937,937,1,35,1
362,938,938,1,35,1
363,939,939,1,35,1
364,940,940,1,35,1
365,941,941,1,35,1
366,942,942,1,35,1
367,943,943,1,35,1
368,944,944,1,35,1
369,945,945,1,35,1
370,946,946,1,35,1
371,947,947,1,35,1
372,948,948,1,35,1
373,949,949,1,35,1
374,950,950,1,35,1
375,951,951,1,35,1
376,952,952,1,35,1
377,953,953,1,35,1
378,954,954,1,35,1
379,955,955,1,35,1
380,956,956,1,35,1
381,957,957,1,35,1
382,958,958,1,35,1
383,959,959,1,35,1
384,960,960,1,35,1
385,961,961,1,35,1
386,962,962,1,35,1
387,963,963,1,35,1
388,964,964,1,35,1
389,965,965,1,35,1
390,966,966,1,35,1
391,967,967,1,35,1
392,968,968,1,35,1
393,969,969,1,35,1
394,970,970,1,35,1
395,971,971,1,35,1
396,4896,4896,1,33,1
397,4897,4897,1,33,1
398,4898,4898,1,33,1
399,4899,4899,1,33,1
400,4900,4900,1,33,1
401,4901,4901,1,33,1
402,4902,4902,1,33,1
403,4903,4903,1,33,1
404,4904,4904,1,33,1
405,4905,4905,1,33,1
406,4906,4906,1,33,1
407,4907,4907,1,33,1
408,4908,4908,1,33,1
409,4909,4909,1,33,1
410,4910,4910,1,33,1
411,4911,4911,1,33,1
412,4912,4912,1,33,1
413,4913,4913,1,33,1
414,4914,4914,1,33,1
415,4915,4915,1,33,1
416,4916,4916,1,33,1
417,4917,4917,1,33,1
418,4918,4918,1,33,1
419,4919,4919,1,33,1
420,4920,4920,1,33,1
421,4921,4921,1,33,1
422,4922,4922,1,33,1
423,4923,4923,1,33,1
424,4924,4924,1,33,1
425,4925,4925,1,33,1
426,4926,4926,1,33,1
427,4927,4927,1,33,1
428,4928,4928,1,33,1
429,4929,4929,1,33,1
430,4930,4930,1,33,1
431,4931,4931,1,33,1
432,2592,2592,1,34,1
433,2593,2593,1,34,1
434,2594,2594,1,34,1
435,2595,2595,1,34,1
436,2596,2596,1,34,1
437,2597,2597,1,34,1
438,2598,2598,1,34,1
439,2599,2599,1,34,1
440,2600,2600,1,34,1
441,2601,2601,1,34,1
442,2602,2602,1,34,1
443,2603,2603,1,34,1
444,2604,2604,1,34,1
445,2605,2605,1,34,1
446,2606,2606,1,34,1
447,2607,2607,1,34,1
448,2608,2608,1,34,1
449,2609,2609,1,34,1
450,2610,2610,1,34,1
451,2611,2611,1,34,1
452,2612,2612,1,34,1
453,2613,2613,1,34,1
454,2614,2614,1,34,1
455,2615,2615,1,34,1
456,2616,2616,1,34,1
457,2617,2617,1,34,1
458,2618,2618,1,34,1
459,2619,2619,1,34,1
460,2620,2620,1,34,1
461,2621,2621,1,34,1
462,2622,2622,1,34,1
463,2623,2623,1,34,1
464,2624,2624,1,34,1
465,2625,2625,1,34,1
466,2626,2626,1,34,1
467,2627,2627,1,34,1
468,972,972,1,33,1
469,973,973,1,33,1
470,974,974,1,33,1
471,975,975,1,33,1
472,976,976,1,33,1
473,977,977,1,33,1
474,978,978,1,33,1
475,979,979,1,33,1
476,980,980,1,33,1
477,981,981,1,33,1
478,982,982,1,33,1
479,983,983,1,33,1
480,984,984,1,33,1
481,985,985,1,33,1
482,986,986,1,33,1
483,987,987,1,33,1
484,988,988,1,33,1
485,989,989,1,33,1
486,990,990,1,33,1
487,991,991,1,33,1
488,992,992,1,33,1
489,993,993,1,33,1
490,994,994,1,33,1
491,995,995,1,33,1
492,996,996,1,33,1
493,997,997,1,33,1
494,998,998,1,33,1
495,999,999,1,33,1
496,1000,1000,1,33,1
497,1001,1001,1,33,1
498,1002,1002,1,33,1
499,1003,1003,1,33,1
500,1004,1004,1,33,1
501,1005,1005,1,33,1
502,1006,1006,1,33,1
503,1007,1007,1,33,1
504,3888,3888,1,33,1
505,3889,3889,1,33,1
506,3890,3890,1,33,1
507,3891,3891,1,33,1
508,3892,3892,1,33,1
509,3893,3893,1,33,1
510,3894,3894,1,33,1
511,3895,3895,1,33,1
512,3896,3896,1,33,1
513,3897,3897,1,33,1
514,3898,3898,1,33,1
515,3899,3899,1,33,1
516,3900,3900,1,33,1
517,3901,3901,1,33,1
518,3902,3902,1,33,1
519,3903,3903,1,33,1
520,3904,3904,1,33,1
521,3905,3905,1,33,1
522,3906,3906,1,33,1
523,3907,3907,1,33,1
524,3908,3908,1,33,1
525,3909,3909,1,33,1
526,3910,3910,1,33,1
527,3911,3911,1,33,1
528,3912,3912,1,33,1
529,3913,3913,1,33,1
530,3914,3914,1,33,1
531,3915,3915,1,33,1
532,3916,3916,1,33,1
533,3917,3917,1,33,1
534,3918,3918,1,33,1
535,3919,3919,1,33,1
536,3920,3920,1,33,1
537,3921,3921,1,33,1
538,3922,3922,1,33,1
539,3923,3923,1,33,1
540,36,36,1,34,1
541,37,37,1,34,1
542,38,38,1,34,1
543,39,39,1,34,1
544,40,40,1,34,1
545,41,41,1,34,1
546,42,42,1,34,1
547,43,43,1,34,1
548,44,44,1,34,1
549,45,45,1,34,1
550,46,46,1,34,1
551,47,47,1,34,1
552,48,48,1,34,1
553,49,49,1,34,1
554,50,50,1,34,1
555,51,51,1,34,1
556,52,52,1,34,1
557,53,53,1,34,1
558,54,54,1,34,1
559,55,55,1,34,1
560,56,56,1,34,1
561,57,57,1,34,1
562,58,58,1,34,1
563,59,59,1,34,1
564,60,60,1,34,1
565,61,61,1,34,1
566,62,62,1,34,1
567,63,63,1,34,1
568,64,64,1,34,1
569,65,65,1,34,1
570,66,66,1,34,1
571,67,67,1,34,1
572,68,68,1,34,1
573,69,69,1,34,1
574,70,70,1,34,1
575,71,71,1,34,1
576,2700,2700,1,35,1
577,2701,2701,1,35,1
578,2702,2702,1,35,1
579,2703,2703,1,35,1
580,2704,2704,1,35,1
581,2705,2705,1,35,1
582,2706,2706,1,35,1
583,2707,2707,1,35,1
584,2708,2708,1,35,1
585,2709,2709,1,35,1
586,2710,2710,1,35,1
587,2711,2711,1,35,1
588,2712,2712,1,35,1
