Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,28
Host write range: ,5625
Total Erase Count is: ,17562
Max Erase Count: ,339
Min Erase Count: ,0
Avg Erase Count: ,87.810000
Total GC Count is: ,0
Total Segmental GC Count is: ,41386
Total WL Count is: ,2846
WAF is: ,2.956785

VB No,Valid Count,Erase Count
0,34,78
1,36,79
2,26,79
3,25,78
4,28,78
5,34,78
6,24,78
7,26,78
8,30,78
9,0,148
10,29,78
11,32,78
12,32,81
13,30,78
14,24,339
15,28,79
16,26,78
17,0,94
18,28,79
19,35,78
20,33,79
21,35,80
22,27,78
23,24,78
24,26,78
25,26,78
26,28,82
27,36,79
28,33,78
29,0,80
30,29,79
31,35,79
32,30,79
33,34,79
34,31,78
35,0,79
36,33,78
37,32,78
38,0,85
39,29,78
40,34,78
41,24,291
42,30,79
43,36,78
44,26,78
45,34,78
46,34,78
47,32,79
48,24,254
49,35,79
50,31,78
51,23,78
52,33,78
53,34,79
54,29,78
55,30,78
56,27,78
57,26,79
58,28,78
59,27,79
60,31,80
61,28,79
62,34,83
63,24,78
64,35,78
65,28,78
66,18,302
67,33,78
68,34,78
69,26,79
70,34,78
71,34,78
72,29,79
73,36,78
74,35,79
75,35,78
76,29,78
77,23,77
78,32,78
79,35,78
80,25,79
81,0,99
82,26,302
83,23,77
84,36,78
85,24,77
86,28,78
87,30,78
88,30,78
89,25,77
90,25,77
91,36,79
92,26,78
93,33,78
94,24,78
95,25,168
96,29,78
97,32,78
98,23,77
99,27,297
100,28,78
101,36,78
102,30,78
103,27,77
104,35,80
105,35,78
106,23,77
107,27,77
108,28,78
109,24,77
110,24,267
111,23,77
112,26,77
113,32,78
114,34,78
115,36,78
116,25,77
117,29,78
118,25,102
119,29,78
120,33,78
121,24,223
122,31,78
123,23,77
124,32,78
125,31,78
126,28,78
127,30,78
128,26,77
129,28,77
130,31,78
131,32,78
132,26,77
133,24,77
134,25,77
135,34,78
136,26,78
137,23,77
138,30,77
139,27,77
140,33,78
141,25,77
142,31,78
143,25,77
144,23,185
145,26,78
146,28,77
147,30,77
148,33,78
149,27,77
150,36,78
151,24,77
152,32,78
153,29,77
154,29,77
155,26,77
156,0,78
157,26,77
158,26,77
159,35,78
160,32,77
161,27,77
162,25,77
163,33,78
164,26,77
165,23,77
166,29,77
167,32,77
168,25,77
169,29,77
170,27,77
171,29,77
172,31,77
173,36,78
174,31,77
175,26,77
176,29,78
177,23,77
178,30,77
179,31,78
180,30,77
181,27,78
182,34,77
183,26,77
184,27,77
185,29,77
186,29,77
187,27,77
188,33,77
189,28,77
190,33,77
191,28,77
192,33,77
193,31,77
194,34,78
195,26,77
196,24,77
197,23,77
198,27,77
199,33,77


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,5201,5201,32,79,1
1,4725,4725,41,79,1
2,1905,1905,42,79,1
3,5115,5115,26,79,1
4,3269,3269,33,79,1
5,42,42,35,79,1
6,1344,1344,27,79,1
7,3438,3438,38,79,1
8,1945,1945,39,79,1
9,4277,4277,29,79,1
10,2804,2804,36,79,1
11,1135,1135,33,79,1
12,4139,4139,50,79,1
13,1222,1222,36,79,1
14,1937,1937,35,79,1
15,2783,2783,28,79,1
16,2665,2665,27,79,1
17,2059,2059,39,79,1
18,3265,3265,41,79,1
19,2882,2882,28,79,1
20,2494,2494,36,79,1
21,2754,2754,44,79,1
22,5289,5289,26,79,1
23,3818,3818,42,79,1
24,1348,1348,48,79,1
25,4209,4209,40,79,1
26,3077,3077,31,79,1
27,1908,1908,38,79,1
28,1598,1598,31,79,1
29,4939,4939,33,79,1
30,3219,3219,36,79,0
31,3953,3953,33,79,1
32,5252,5252,29,79,0
33,1531,1531,33,79,1
34,1209,1209,38,79,1
35,496,496,45,79,1
36,1016,1016,37,80,1
37,2226,2226,37,80,1
38,4267,4267,31,80,1
39,5354,5354,25,80,1
40,2193,2193,30,80,1
41,416,416,40,80,1
42,3173,3173,46,80,1
43,3603,3603,40,80,1
44,2868,2868,30,80,1
45,192,192,41,80,1
46,4449,4449,27,80,1
47,4978,4978,32,80,1
48,2483,2483,34,80,1
49,1107,1107,44,80,1
50,4925,4925,35,80,1
51,5568,5568,35,80,1
52,398,398,30,80,1
53,3055,3055,42,80,1
54,601,601,45,80,1
55,2989,2989,47,80,1
56,977,977,42,80,1
57,4042,4042,41,80,1
58,565,565,34,80,1
59,516,516,33,79,1
60,3988,3988,41,79,1
61,115,115,41,79,1
62,4397,4397,39,79,1
63,1459,1459,41,79,1
64,722,722,40,79,1
65,3083,3083,27,79,1
66,1818,1818,40,79,1
67,1100,1100,40,79,1
68,5343,5343,27,79,1
69,2616,2616,54,79,1
70,955,955,36,79,1
71,2602,2602,32,79,1
72,3788,3788,47,80,0
73,2180,2180,49,80,1
74,1380,1380,30,80,0
75,2628,2628,49,80,1
76,1197,1197,45,80,1
77,1500,1500,37,80,1
78,4201,4201,45,80,1
79,1017,1017,33,80,1
80,5042,5042,33,80,1
81,5117,5117,36,80,1
82,3025,3025,39,80,1
83,193,193,41,80,1
84,3581,3581,33,80,1
85,646,646,29,80,0
86,1747,1747,43,80,0
87,909,909,40,80,1
88,3187,3187,51,80,1
89,3746,3746,38,80,1
90,945,945,34,80,1
91,1107,1107,43,80,0
92,244,244,51,80,0
93,5395,5395,37,80,0
94,5584,5584,37,80,1
95,113,113,36,79,1
96,2085,2085,36,79,1
97,3947,3947,37,78,1
98,4833,4833,27,76,0
99,4818,4818,25,76,1
100,1701,1701,28,76,0
101,3607,3607,47,76,0
102,1069,1069,35,76,1
103,1828,1828,49,76,1
104,1846,1846,37,76,1
105,302,302,36,76,1
106,1747,1747,44,76,1
107,3994,3994,43,76,1
108,2087,2087,37,79,0
109,135,135,33,79,0
110,3615,3615,28,79,0
111,4416,4416,36,79,1
112,801,801,36,79,1
113,1148,1148,33,79,1
114,5260,5260,25,79,1
115,360,360,39,79,1
116,2245,2245,33,79,1
117,3323,3323,34,79,1
118,796,796,41,79,1
119,5622,5622,36,79,1
120,1061,1061,37,79,1
121,65,65,35,79,0
122,2390,2390,38,79,0
123,2112,2112,32,79,1
124,4983,4983,33,79,1
125,2718,2718,44,79,1
126,1175,1175,43,79,1
127,2156,2156,42,79,1
128,751,751,42,79,0
129,1870,1870,38,79,1
130,437,437,32,79,1
131,2183,2183,37,79,1
132,3064,3064,27,79,0
133,401,401,39,79,0
134,1702,1702,36,79,0
135,2556,2556,34,79,1
136,111,111,37,79,1
137,4526,4526,45,79,1
138,4739,4739,47,79,1
139,4058,4058,39,79,1
140,2988,2988,37,79,0
141,4621,4621,35,79,0
142,3714,3714,30,79,1
143,1399,1399,41,79,1
144,586,586,39,79,1
145,2438,2438,47,79,0
146,4894,4894,40,79,1
147,224,224,22,79,1
148,1489,1489,44,79,0
149,2932,2932,34,79,0
150,2076,2076,33,79,1
151,687,687,37,79,1
152,2154,2154,33,79,1
153,1138,1138,46,79,1
154,815,815,32,79,1
155,2288,2288,34,79,1
156,707,707,38,79,1
157,5190,5190,35,79,1
158,4287,4287,38,79,1
159,2790,2790,33,79,0
160,4650,4650,28,79,1
161,3368,3368,33,79,1
162,1167,1167,32,79,1
163,1159,1159,38,79,1
164,1637,1637,37,79,1
165,209,209,40,79,1
166,5240,5240,32,79,1
167,1714,1714,28,79,1
168,5174,5174,31,79,1
169,2160,2160,38,79,0
170,2941,2941,42,79,1
171,3246,3246,35,79,0
172,2094,2094,35,79,1
173,3344,3344,42,79,1
174,3572,3572,32,79,0
175,2631,2631,37,79,1
176,304,304,29,79,1
177,5072,5072,27,79,1
178,4727,4727,35,79,0
179,1889,1889,41,79,1
180,2223,2223,33,79,1
181,1524,1524,39,79,1
182,1083,1083,33,79,1
183,3628,3628,49,79,1
184,2976,2976,35,79,1
185,334,334,57,79,0
186,2219,2219,28,79,1
187,5450,5450,31,79,1
188,5611,5611,25,79,1
189,4536,4536,36,79,1
190,5526,5526,26,79,1
191,4892,4892,30,79,1
192,2599,2599,47,79,1
193,921,921,42,79,1
194,3033,3033,37,79,1
195,127,127,45,79,1
196,173,173,56,79,1
197,3057,3057,38,79,1
198,531,531,39,79,1
199,2875,2875,40,79,1
200,3680,3680,41,79,1
201,2564,2564,44,79,1
202,204,204,33,79,1
203,4266,4266,34,79,1
204,5552,5552,38,79,1
205,2999,2999,39,79,1
206,5272,5272,25,79,1
207,4171,4171,46,79,1
208,2589,2589,38,79,0
209,1166,1166,29,79,1
210,5166,5166,23,79,1
211,4064,4064,42,79,1
212,5177,5177,32,79,1
213,3147,3147,31,79,1
214,3137,3137,36,79,1
215,644,644,37,79,1
216,2593,2593,35,79,0
217,4974,4974,41,79,1
218,5619,5619,24,79,0
219,2033,2033,41,79,0
220,1441,1441,35,79,1
221,3485,3485,37,79,1
222,2990,2990,41,79,1
223,3243,3243,39,79,1
224,1890,1890,53,79,0
225,4981,4981,27,79,1
226,4573,4573,40,79,1
227,3911,3911,34,79,1
228,2268,2268,37,79,0
229,879,879,40,79,0
230,5595,5595,35,79,1
231,2381,2381,30,79,1
232,409,409,55,79,1
233,3078,3078,43,79,1
234,2247,2247,43,79,1
235,4994,4994,24,79,1
236,2394,2394,42,79,1
237,45,45,40,79,1
238,2901,2901,44,79,1
239,5358,5358,34,79,1
240,1681,1681,32,79,0
241,3704,3704,42,79,0
242,2544,2544,21,79,1
243,4528,4528,30,79,1
244,3458,3458,35,79,1
245,4486,4486,31,79,1
246,5557,5557,40,79,1
247,1765,1765,39,79,1
248,3362,3362,40,79,0
249,3204,3204,43,79,0
250,3915,3915,32,79,0
251,2350,2350,38,79,0
252,2533,2533,30,79,1
253,4431,4431,29,79,1
254,4417,4417,34,79,1
255,5494,5494,38,79,0
256,4768,4768,37,79,1
257,415,415,39,79,1
258,2301,2301,36,79,0
259,5478,5478,30,79,1
260,3266,3266,46,79,1
261,3278,3278,37,79,1
262,3371,3371,35,79,1
263,2211,2211,43,79,1
264,2017,2017,30,79,1
265,1000,1000,51,79,1
266,3051,3051,40,79,1
267,752,752,35,79,1
268,2523,2523,41,79,1
269,2239,2239,45,79,1
270,1125,1125,40,79,0
271,5353,5353,37,79,1
272,3042,3042,36,79,0
273,129,129,27,79,0
274,2164,2164,31,79,1
275,1790,1790,43,79,0
276,3912,3912,31,79,1
277,493,493,34,79,1
278,2404,2404,34,79,0
279,91,91,40,79,0
280,1446,1446,29,79,0
281,4710,4710,22,79,1
282,5083,5083,41,79,1
283,2218,2218,45,79,1
284,1836,1836,46,79,1
285,4765,4765,43,79,0
286,1539,1539,33,79,1
287,1897,1897,45,79,1
288,3745,3745,38,79,1
289,2375,2375,34,79,0
290,2505,2505,33,79,0
291,3679,3679,38,79,1
292,393,393,55,79,1
293,3014,3014,37,79,1
294,4435,4435,40,79,1
295,81,81,39,79,1
296,2502,2502,38,79,1
297,4136,4136,36,79,1
298,1767,1767,38,79,1
299,979,979,41,79,0
300,554,554,34,79,1
301,3757,3757,54,79,1
302,3256,3256,54,79,0
303,3423,3423,43,79,1
304,4825,4825,27,79,1
305,3155,3155,36,79,1
306,3900,3900,43,79,1
307,979,979,42,79,1
308,4781,4781,38,79,1
309,4372,4372,29,79,0
310,3617,3617,49,79,1
311,3225,3225,42,79,1
312,1965,1965,32,79,1
313,742,742,35,79,1
314,334,334,58,79,1
315,1101,1101,40,79,1
316,1122,1122,37,79,1
317,2526,2526,38,79,0
318,3305,3305,47,79,1
319,4193,4193,42,79,1
320,1502,1502,34,79,1
321,4424,4424,31,79,1
322,1411,1411,33,79,1
323,366,366,26,79,1
324,4294967295,65535,65535,148,0
325,4294967295,65535,65535,148,0
326,4294967295,65535,65535,148,0
327,4294967295,65535,65535,148,0
328,4294967295,65535,65535,148,0
329,4294967295,65535,65535,148,0
330,4294967295,65535,65535,148,0
331,4294967295,65535,65535,148,0
332,4294967295,65535,65535,148,0
333,4294967295,65535,65535,148,0
334,4294967295,65535,65535,148,0
335,4294967295,65535,65535,148,0
336,4294967295,65535,65535,148,0
337,4294967295,65535,65535,148,0
338,4294967295,65535,65535,148,0
339,4294967295,65535,65535,148,0
340,4294967295,65535,65535,148,0
341,4294967295,65535,65535,148,0
342,4294967295,65535,65535,148,0
343,4294967295,65535,65535,148,0
344,4294967295,65535,65535,148,0
345,4294967295,65535,65535,148,0
346,4294967295,65535,65535,147,0
347,4294967295,65535,65535,124,0
348,4294967295,65535,65535,92,0
349,4294967295,65535,65535,65,0
350,4294967295,65535,65535,49,0
351,4294967295,65535,65535,43,0
352,4294967295,65535,65535,36,0
353,4294967295,65535,65535,33,0
354,4294967295,65535,65535,31,0
355,4294967295,65535,65535,31,0
356,4294967295,65535,65535,31,0
357,4294967295,65535,65535,31,0
358,4294967295,65535,65535,31,0
359,4294967295,65535,65535,31,0
360,4567,4567,41,79,1
361,3272,3272,51,79,1
362,5140,5140,34,79,1
363,4899,4899,34,79,1
364,3870,3870,26,79,1
365,3884,3884,32,79,1
366,1392,1392,38,79,0
367,2344,2344,36,79,1
368,2434,2434,36,79,1
369,3772,3772,33,79,1
370,5147,5147,23,79,1
371,698,698,35,79,1
372,1275,1275,39,79,0
373,4552,4552,30,79,0
374,2068,2068,39,79,1
375,2745,2745,33,79,1
376,923,923,49,79,0
377,5542,5542,30,79,1
378,5097,5097,31,79,0
379,3706,3706,43,79,1
380,3046,3046,32,79,1
381,4054,4054,38,79,1
382,3164,3164,40,79,1
383,1293,1293,33,79,0
384,4185,4185,40,79,1
385,5516,5516,33,79,1
386,4604,4604,47,79,1
387,3741,3741,47,79,1
388,4342,4342,32,79,0
389,1089,1089,33,79,1
390,57,57,33,79,1
391,4655,4655,40,79,1
392,4376,4376,32,79,1
393,2801,2801,43,79,1
394,3532,3532,39,79,1
395,810,810,34,79,1
396,4249,4249,39,79,1
397,348,348,43,79,1
398,2078,2078,30,79,1
399,3370,3370,41,79,1
400,1933,1933,56,79,1
401,1970,1970,34,79,1
402,2104,2104,39,79,0
403,4735,4735,35,79,0
404,1392,1392,39,79,0
405,533,533,39,79,1
406,4493,4493,40,79,1
407,3337,3337,28,79,1
408,5587,5587,34,79,1
409,1373,1373,42,79,1
410,4648,4648,35,79,1
411,299,299,41,79,0
412,4117,4117,35,79,1
413,2173,2173,29,79,1
414,2427,2427,50,79,1
415,2885,2885,37,79,1
416,1405,1405,50,79,1
417,2789,2789,45,79,1
418,3431,3431,44,79,1
419,23,23,28,79,1
420,3444,3444,37,79,1
421,1132,1132,41,79,1
422,1987,1987,33,79,1
423,1803,1803,36,79,1
424,2213,2213,47,79,1
425,3418,3418,40,79,1
426,5547,5547,25,79,1
427,217,217,35,79,1
428,5345,5345,43,79,1
429,5313,5313,43,79,1
430,1003,1003,55,79,1
431,2153,2153,47,79,1
432,2188,2188,35,82,1
433,5081,5081,35,82,1
434,109,109,35,82,1
435,4167,4167,30,82,1
436,3480,3480,33,82,1
437,286,286,37,82,1
438,5032,5032,24,82,1
439,2453,2453,39,82,1
440,2635,2635,40,82,1
441,1746,1746,48,82,0
442,133,133,36,82,1
443,4329,4329,41,82,0
444,1279,1279,37,82,1
445,5102,5102,39,82,1
446,2594,2594,35,82,1
447,5341,5341,40,82,1
448,888,888,43,82,0
449,5023,5023,31,82,1
450,4063,4063,36,82,1
451,4950,4950,35,82,1
452,3590,3590,44,82,1
453,4960,4960,38,82,1
454,1442,1442,40,82,1
455,3202,3202,35,81,1
456,3624,3624,32,78,1
457,255,255,43,77,1
458,2857,2857,38,77,1
459,3926,3926,39,75,1
460,4341,4341,39,74,0
461,3751,3751,44,74,1
462,3171,3171,38,74,1
463,1294,1294,41,74,1
464,3433,3433,38,74,1
465,4718,4718,30,74,1
466,2568,2568,54,74,1
467,1604,1604,46,74,1
468,5291,5291,35,79,1
469,2766,2766,46,79,1
470,2498,2498,47,79,1
471,4215,4215,33,79,0
472,4313,4313,46,79,1
473,1214,1214,44,79,1
474,3001,3001,44,79,1
475,4074,4074,39,79,1
476,3201,3201,31,79,1
477,835,835,34,79,1
478,1133,1133,48,79,1
479,849,849,37,79,0
480,2962,2962,42,79,1
481,3351,3351,37,79,1
482,5056,5056,23,79,1
483,1912,1912,42,79,1
484,2022,2022,33,79,1
485,3416,3416,36,79,1
486,2307,2307,33,79,1
487,3687,3687,33,79,1
488,2637,2637,36,79,0
489,624,624,25,79,0
490,4435,4435,39,79,0
491,2983,2983,39,78,1
492,313,313,49,78,1
493,3020,3020,36,76,1
494,2840,2840,32,76,1
495,4118,4118,36,76,1
496,5591,5591,36,76,1
497,2822,2822,37,76,1
498,2721,2721,35,76,1
499,1985,1985,34,76,0
500,1949,1949,36,76,1
501,4017,4017,41,76,1
502,572,572,47,76,1
503,4617,4617,36,76,1
504,809,809,36,340,1
505,5398,5398,36,340,1
506,2615,2615,36,340,1
507,1289,1289,37,340,1
508,1969,1969,32,340,1
509,4413,4413,34,340,1
510,3724,3724,32,340,1
511,4127,4127,29,340,0
512,2633,2633,39,340,1
513,429,429,46,340,1
514,1966,1966,33,340,1
515,1319,1319,27,340,1
516,2895,2895,44,340,1
517,746,746,35,340,1
518,5219,5219,32,340,1
519,287,287,36,340,1
520,2286,2286,42,340,1
521,3044,3044,33,340,1
522,3868,3868,35,340,1
523,4717,4717,29,340,1
524,50,50,35,340,1
525,873,873,25,340,1
526,617,617,36,335,1
527,3043,3043,35,284,1
528,2807,2807,34,193,1
529,4294967295,65535,65535,128,0
530,4294967295,65535,65535,82,0
531,4294967295,65535,65535,47,0
532,4294967295,65535,65535,25,0
533,4294967295,65535,65535,17,0
534,4294967295,65535,65535,11,0
535,4294967295,65535,65535,11,0
536,4294967295,65535,65535,11,0
537,4294967295,65535,65535,11,0
538,4294967295,65535,65535,11,0
539,4294967295,65535,65535,11,0
540,5205,5205,37,80,1
541,1888,1888,47,80,1
542,4472,4472,36,80,0
543,4585,4585,33,80,1
544,5576,5576,35,80,1
545,2196,2196,41,80,1
546,3049,3049,38,80,1
547,2800,2800,46,80,1
548,3168,3168,41,80,0
549,4608,4608,39,80,0
550,1680,1680,36,80,1
551,3627,3627,45,80,0
552,976,976,41,80,1
553,4014,4014,34,80,1
554,2342,2342,48,80,1
555,5436,5436,20,80,1
556,77,77,36,80,1
557,2662,2662,26,80,1
558,6,6,32,80,1
559,2441,2441,37,80,0
560,610,610,33,80,1
561,5481,5481,27,80,1
562,2226,2226,36,80,0
563,5137,5137,25,80,0
564,1091,1091,30,80,1
565,2627,2627,35,80,1
566,5255,5255,31,80,1
567,1958,1958,32,80,1
568,1045,1045,37,80,1
569,635,635,36,80,1
570,4044,4044,32,80,0
571,1010,1010,40,80,1
572,353,353,33,80,1
573,160,160,37,80,1
574,2918,2918,45,80,1
575,3142,3142,40,80,1
576,2780,2780,40,79,1
577,3178,3178,32,79,1
578,4087,4087,32,79,1
579,170,170,27,79,1
580,150,150,26,79,1
581,2131,2131,41,79,0
582,605,605,34,79,1
583,3918,3918,34,79,1
584,2264,2264,47,79,0
585,3814,3814,44,79,1
586,4680,4680,45,79,1
587,4189,4189,37,79,1
588,4406,4406,38,79,1
589,4979,4979,34,79,1
590,377,377,30,79,1
591,4135,4135,36,79,0
592,4269,4269,46,79,1
593,2352,2352,52,79,1
594,1018,1018,36,79,0
595,4409,4409,36,79,1
596,1558,1558,36,79,0
597,4109,4109,36,79,1
598,2513,2513,38,79,1
599,1985,1985,33,79,0
600,2446,2446,40,79,1
601,1613,1613,31,79,1
602,643,643,33,79,0
603,5283,5283,29,79,1
604,557,557,30,79,0
605,1651,1651,43,79,1
606,1699,1699,29,79,0
607,4917,4917,32,79,1
608,4711,4711,24,79,0
609,4478,4478,47,79,1
610,3816,3816,30,79,1
611,5349,5349,38,79,1
612,4294967295,65535,65535,94,0
613,4294967295,65535,65535,94,0
614,4294967295,65535,65535,94,0
615,4294967295,65535,65535,94,0
616,4294967295,65535,65535,94,0
617,4294967295,65535,65535,94,0
618,4294967295,65535,65535,94,0
619,4294967295,65535,65535,94,0
620,4294967295,65535,65535,94,0
621,4294967295,65535,65535,94,0
622,4294967295,65535,65535,94,0
623,4294967295,65535,65535,94,0
624,4294967295,65535,65535,94,0
625,4294967295,65535,65535,94,0
626,4294967295,65535,65535,94,0
627,4294967295,65535,65535,94,0
628,4294967295,65535,65535,94,0
629,4294967295,65535,65535,94,0
630,4294967295,65535,65535,94,0
631,4294967295,65535,65535,94,0
632,4294967295,65535,65535,94,0
633,4294967295,65535,65535,94,0
634,4294967295,65535,65535,94,0
635,4294967295,65535,65535,86,0
636,4294967295,65535,65535,81,0
637,4294967295,65535,65535,76,0
638,4294967295,65535,65535,70,0
639,4294967295,65535,65535,68,0
640,4294967295,65535,65535,67,0
641,4294967295,65535,65535,66,0
642,4294967295,65535,65535,65,0
643,4294967295,65535,65535,65,0
644,4294967295,65535,65535,65,0
645,4294967295,65535,65535,65,0
646,4294967295,65535,65535,65,0
647,4294967295,65535,65535,65,0
648,5449,5449,30,80,1
649,1093,1093,42,80,0
650,4016,4016,45,80,1
651,2056,2056,39,80,1
652,1214,1214,43,80,0
653,880,880,34,80,1
654,1004,1004,38,80,1
655,1329,1329,28,80,1
656,2139,2139,34,80,1
657,4913,4913,31,80,0
658,1860,1860,41,80,1
659,5477,5477,33,80,1
660,2460,2460,35,80,1
661,678,678,40,80,1
662,1273,1273,38,80,1
663,103,103,39,80,1
664,1387,1387,40,80,1
665,928,928,34,80,1
666,3177,3177,33,80,1
667,2039,2039,34,80,1
668,868,868,35,80,0
669,2888,2888,38,80,0
670,4967,4967,44,80,0
671,3739,3739,34,80,1
672,934,934,32,80,1
673,1926,1926,32,80,1
674,4808,4808,24,80,1
675,2135,2135,39,80,1
676,3773,3773,27,80,0
677,2015,2015,38,80,1
678,5202,5202,30,80,1
679,2035,2035,45,80,0
680,5199,5199,34,80,1
681,2109,2109,36,80,1
682,5051,5051,25,80,1
683,4669,4669,33,80,1
684,688,688,39,79,1
685,1114,1114,40,79,1
686,1649,1649,29,79,1
687,3421,3421,33,79,1
688,3611,3611,39,79,1
689,3136,3136,41,79,1
690,925,925,43,79,1
691,5624,5624,39,79,1
692,2862,2862,53,79,1
693,3791,3791,36,79,1
694,1034,1034,36,79,1
695,4852,4852,26,79,1
696,60,60,44,79,1
697,1642,1642,42,79,1
698,2501,2501,33,79,1
699,3180,3180,34,79,1
700,4512,4512,26,79,0
701,3823,3823,42,79,1
702,417,417,34,79,1
703,1696,1696,34,79,1
704,4164,4164,30,79,1
705,4415,4415,45,79,1
706,1672,1672,29,79,1
707,4081,4081,38,79,1
708,4460,4460,34,79,1
709,4924,4924,38,79,1
710,4711,4711,25,78,1
711,5605,5605,32,78,1
712,3776,3776,41,77,1
713,1622,1622,38,77,1
714,4962,4962,34,77,1
715,2928,2928,40,77,1
716,3625,3625,33,77,1
717,1792,1792,46,77,1
718,2296,2296,38,77,1
719,3213,3213,51,77,1
720,1253,1253,33,80,1
721,1817,1817,15,80,1
722,2697,2697,36,80,1
723,4722,4722,27,80,1
724,4456,4456,33,80,1
725,5433,5433,40,80,1
726,5376,5376,23,80,1
727,2443,2443,27,80,1
728,4574,4574,34,80,1
729,2137,2137,49,80,0
730,519,519,31,80,1
731,5443,5443,24,80,1
732,2463,2463,38,80,0
733,4158,4158,43,80,1
734,3383,3383,34,80,1
735,5452,5452,30,80,1
736,5079,5079,45,80,1
737,2581,2581,43,80,1
738,748,748,29,80,1
739,2300,2300,34,80,1
740,834,834,42,80,1
741,2542,2542,42,80,1
742,4177,4177,26,80,1
743,3555,3555,43,80,1
744,1535,1535,35,80,1
745,760,760,40,80,1
746,1852,1852,38,80,1
747,5186,5186,33,80,1
748,3353,3353,34,80,1
749,317,317,42,80,0
750,1229,1229,56,80,1
751,328,328,35,80,1
752,3313,3313,35,80,1
753,2831,2831,37,80,1
754,2569,2569,36,80,1
755,1426,1426,26,80,1
756,1942,1942,30,81,1
757,1349,1349,46,81,1
758,4477,4477,31,81,1
759,5100,5100,35,81,1
760,4430,4430,42,81,1
761,1005,1005,28,81,1
762,1515,1515,37,81,1
763,5546,5546,29,81,1
764,2267,2267,25,81,1
765,1031,1031,37,81,1
766,1739,1739,30,81,1
767,5243,5243,29,81,1
768,4973,4973,24,81,1
769,4643,4643,23,81,1
770,3100,3100,26,81,1
771,4516,4516,44,81,1
772,1621,1621,49,81,1
773,3661,3661,35,81,1
774,972,972,37,81,1
775,3891,3891,36,81,1
776,4285,4285,41,81,1
777,5410,5410,26,81,1
778,3023,3023,40,81,1
779,719,719,33,81,1
780,634,634,38,80,1
781,3548,3548,38,80,1
782,4958,4958,31,80,1
783,2006,2006,36,80,0
784,703,703,35,80,1
785,4786,4786,33,80,1
786,485,485,25,79,1
787,2467,2467,39,79,1
788,1521,1521,39,79,1
789,2516,2516,41,79,1
790,3936,3936,32,79,1
791,3374,3374,23,79,1
792,5002,5002,35,79,1
793,928,928,33,79,0
794,3261,3261,36,79,1
795,1914,1914,33,79,1
796,5556,5556,27,79,1
797,487,487,34,79,1
798,4898,4898,45,79,0
799,817,817,41,79,1
800,3208,3208,42,79,0
801,5060,5060,27,79,1
802,3273,3273,46,79,1
803,3765,3765,26,79,1
804,1901,1901,33,79,0
805,4772,4772,29,79,1
806,5042,5042,32,79,0
807,4025,4025,30,79,1
808,3681,3681,40,79,1
809,2265,2265,37,79,1
810,3579,3579,42,79,1
811,2086,2086,45,79,1
812,1814,1814,37,79,1
813,3422,3422,31,79,1
814,2904,2904,34,79,1
815,1898,1898,30,79,0
816,4057,4057,46,79,1
817,1818,1818,39,79,0
818,625,625,38,79,1
819,5606,5606,22,79,1
820,4019,4019,31,79,1
821,712,712,30,79,0
822,732,732,41,79,1
823,2115,2115,41,79,1
824,3561,3561,42,79,1
825,2531,2531,33,79,1
