Loop,Nand Write,Host Write,WAF
100,5726,5726,1.000000
200,5826,5826,1.000000
300,5926,5926,1.000000
400,6026,6026,1.000000
500,6126,6126,1.000000
600,6226,6226,1.000000
700,6326,6326,1.000000
800,6426,6426,1.000000
900,6526,6526,1.000000
1000,6626,6626,1.000000
1100,6726,6726,1.000000
1200,6826,6826,1.000000
1300,6926,6926,1.000000
1400,7186,7026,1.022773
1500,7478,7126,1.049397
1600,7778,7226,1.076391
1700,8078,7326,1.102648
1800,8378,7426,1.128198
1900,8678,7526,1.153069
2000,8978,7626,1.177288
2100,9278,7726,1.200880
2200,9578,7826,1.223869
2300,9846,7926,1.242241
2400,10138,8026,1.263145
2500,10414,8126,1.281565
2600,10706,8226,1.301483
2700,10974,8326,1.318040
2800,11242,8426,1.334204
2900,11534,8526,1.352803
3000,11802,8626,1.368189
3100,12070,8726,1.383223
3200,12330,8826,1.397009
3300,12590,8926,1.410486
3400,12858,9026,1.424551
3500,13126,9126,1.438308
3600,13386,9226,1.450900
3700,13646,9326,1.463221
3800,13914,9426,1.476130
3900,14174,9526,1.487928
4000,14410,9626,1.496987
4100,14670,9726,1.508328
4200,14930,9826,1.519438
4300,15182,9926,1.529518
4400,15458,10026,1.541791
4500,15694,10126,1.549872
4600,15986,10226,1.563270
4700,16230,10326,1.571761
4800,16506,10426,1.583157
4900,16750,10526,1.591298
5000,17042,10626,1.603802
5100,17310,10726,1.613836
5200,17578,10826,1.623684
5300,17870,10926,1.635548
5400,18106,11026,1.642119
5500,18398,11126,1.653604
5600,18642,11226,1.660609
5700,18918,11326,1.670316
5800,19186,11426,1.679153
5900,19422,11526,1.685060
6000,19690,11626,1.693618
6100,19982,11726,1.704076
6200,20250,11826,1.712329
6300,20510,11926,1.719772
6400,20778,12026,1.727757
6500,21046,12126,1.735609
6600,21330,12226,1.744643
6700,21574,12326,1.750284
6800,21866,12426,1.759697
6900,22102,12526,1.764490
7000,22394,12626,1.773642
7100,22654,12726,1.780135
7200,22922,12826,1.787151
7300,23158,12926,1.791583
7400,23450,13026,1.800246
7500,23710,13126,1.806339
7600,23978,13226,1.812944
7700,24238,13326,1.818850
7800,24506,13426,1.825264
7900,24774,13526,1.831584
8000,25042,13626,1.837810
8100,25302,13726,1.843363
8200,25570,13826,1.849414
8300,25838,13926,1.855378
8400,26098,14026,1.860687
8500,26382,14126,1.867620
8600,26626,14226,1.871643
8700,26918,14326,1.878961
8800,27186,14426,1.884514
8900,27446,14526,1.889440
9000,27714,14626,1.894845
9100,27982,14726,1.900177
9200,28274,14826,1.907055
9300,28542,14926,1.912234
9400,28810,15026,1.917343
9500,29070,15126,1.921856
9600,29330,15226,1.926310
9700,29598,15326,1.931228
9800,29866,15426,1.936082
9900,30158,15526,1.942419
10000,30426,15626,1.947139
10100,30694,15726,1.951800
10200,30954,15826,1.955895
10300,31222,15926,1.960442
10400,31482,16026,1.964433
