Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,7
Host write range: ,6728
Total Erase Count is: ,65921
Max Erase Count: ,1126
Min Erase Count: ,0
Avg Erase Count: ,329.605000
Total GC Count is: ,29571
Total Segmental GC Count is: ,49972
Total WL Count is: ,11630
WAF is: ,11.386905

VB No,Valid Count,Erase Count
606,1139,1139,33,357,1
607,4284,4284,30,357,1
608,3044,3044,31,357,1
609,520,520,35,332,1
610,2526,2526,25,319,1
611,3545,3545,39,310,1
612,3797,3797,29,332,1
613,3668,3668,32,332,1
614,659,659,26,332,1
615,729,729,34,332,1
616,432,432,28,332,1
617,3669,3669,29,332,0
618,4898,4898,34,332,1
619,5952,5952,26,332,1
620,330,330,36,332,1
621,4812,4812,30,332,1
622,5805,5805,37,332,1
623,6193,6193,29,332,1
624,3041,3041,36,332,1
625,1627,1627,23,332,1
626,476,476,25,332,1
627,5109,5109,35,332,1
628,5813,5813,20,332,1
629,1639,1639,28,332,1
630,213,213,24,332,1
631,1261,1261,41,332,1
632,2855,2855,36,332,1
633,4565,4565,27,332,1
634,812,812,34,332,1
635,6590,6590,22,332,1
636,826,826,34,332,1
637,5908,5908,27,332,0
638,2520,2520,28,332,1
639,1563,1563,25,332,1
640,4385,4385,30,332,1
641,5115,5115,33,332,1
642,41,41,25,332,1
643,25,25,36,332,1
644,798,798,21,332,1
645,2817,2817,38,320,1
646,1971,1971,22,315,1
647,824,824,33,313,1
648,4294967295,65535,65535,499,0
649,4294967295,65535,65535,499,0
650,4294967295,65535,65535,499,0
651,4294967295,65535,65535,499,0
652,4294967295,65535,65535,499,0
653,4294967295,65535,65535,499,0
654,4294967295,65535,65535,499,0
655,4294967295,65535,65535,499,0
656,4294967295,65535,65535,499,0
657,4294967295,65535,65535,499,0
658,4294967295,65535,65535,499,0
659,4294967295,65535,65535,499,0
660,4294967295,65535,65535,499,0
661,4294967295,65535,65535,499,0
662,4294967295,65535,65535,499,0
663,4294967295,65535,65535,499,0
664,4294967295,65535,65535,499,0
665,4294967295,65535,65535,499,0
666,4294967295,65535,65535,499,0
667,4294967295,65535,65535,499,0
668,4294967295,65535,65535,499,0
669,4294967295,65535,65535,499,0
670,4294967295,65535,65535,499,0
671,4294967295,65535,65535,499,0
672,4294967295,65535,65535,499,0
673,4294967295,65535,65535,499,0
674,4294967295,65535,65535,499,0
675,4294967295,65535,65535,499,0
676,4294967295,65535,65535,499,0
677,4294967295,65535,65535,499,0
678,4294967295,65535,65535,499,0
679,4294967295,65535,65535,499,0
680,4294967295,65535,65535,486,0
681,4294967295,65535,65535,359,0
682,4294967295,65535,65535,257,0
683,4294967295,65535,65535,212,0
684,907,907,36,328,1
685,2941,2941,42,328,1
686,2720,2720,43,328,1
687,3661,3661,35,328,1
688,5344,5344,34,328,1
689,612,612,32,328,1
690,3316,3316,37,328,1
691,1742,1742,30,328,1
692,2349,2349,30,328,1
693,6523,6523,27,328,1
694,2056,2056,34,328,1
695,1886,1886,34,328,1
696,6690,6690,22,328,1
697,4279,4279,45,328,1
698,521,521,28,328,1
699,2807,2807,28,328,1
700,1771,1771,45,328,1
701,1141,1141,23,328,1
702,4851,4851,26,328,1
703,298,298,32,328,1
704,765,765,39,328,0
705,6131,6131,31,328,1
706,904,904,36,328,1
707,3943,3943,32,328,1
708,6031,6031,34,328,1
709,1308,1308,41,328,1
710,6587,6587,16,328,1
711,6247,6247,21,328,1
712,2536,2536,24,328,1
713,2353,2353,37,328,1
714,82,82,35,328,1
715,3972,3972,36,328,1
716,6370,6370,20,328,1
717,5071,5071,37,309,1
718,2521,2521,42,298,1
719,6498,6498,27,290,0
720,5140,5140,23,380,1
721,687,687,46,380,1
722,1699,1699,37,380,1
723,2728,2728,29,380,1
724,1361,1361,35,380,1
725,1065,1065,30,380,1
726,2296,2296,48,380,1
727,2207,2207,53,380,1
728,6643,6643,33,380,1
729,1628,1628,35,380,1
730,1796,1796,29,380,1
731,3450,3450,36,380,1
732,3663,3663,28,380,1
733,4359,4359,37,380,1
734,3737,3737,34,380,1
735,2445,2445,29,380,1
736,1880,1880,29,380,1
