Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,28
Host write range: ,5625
Total Erase Count is: ,18676
Max Erase Count: ,384
Min Erase Count: ,0
Avg Erase Count: ,93.380000
Total GC Count is: ,0
Total Segmental GC Count is: ,45494
Total WL Count is: ,3044
WAF is: ,3.151922

VB No,Valid Count,Erase Count
0,28,83
1,34,83
2,33,83
3,24,83
4,35,83
5,24,83
6,24,102
7,0,84
8,24,373
9,27,384
10,34,83
11,26,139
12,25,83
13,25,83
14,32,83
15,34,84
16,28,83
17,0,179
18,32,83
19,26,83
20,27,83
21,35,84
22,0,84
23,35,83
24,35,83
25,35,83
26,35,83
27,35,84
28,0,84
29,25,83
30,24,83
31,28,83
32,31,83
33,30,319
34,30,83
35,29,83
36,31,83
37,29,83
38,33,83
39,32,83
40,25,378
41,26,83
42,0,84
43,34,83
44,0,83
45,0,84
46,36,84
47,31,83
48,28,83
49,27,83
50,27,83
51,29,83
52,26,82
53,25,82
54,27,83
55,30,83
56,36,83
57,32,83
58,31,83
59,31,83
60,31,83
61,33,83
62,24,82
63,29,82
64,29,83
65,0,83
66,33,83
67,35,83
68,36,83
69,29,83
70,35,83
71,25,82
72,27,82
73,25,83
74,29,83
75,34,83
76,30,84
77,24,294
78,31,83
79,36,83
80,25,82
81,26,83
82,25,82
83,27,211
84,27,83
85,30,83
86,33,83
87,35,83
88,24,83
89,29,83
90,35,84
91,29,230
92,0,84
93,34,84
94,26,82
95,27,82
96,35,83
97,25,83
98,25,82
99,29,83
100,29,83
101,31,83
102,32,83
103,27,82
104,31,83
105,25,278
106,28,84
107,35,83
108,31,83
109,26,83
110,29,83
111,36,83
112,33,83
113,27,82
114,29,83
115,25,82
116,31,82
117,26,82
118,35,83
119,32,82
120,33,83
121,27,83
122,28,82
123,28,82
124,32,83
125,27,83
126,24,83
127,28,83
128,35,83
129,26,82
130,24,82
131,25,82
132,25,82
133,24,82
134,32,83
135,29,83
136,34,84
137,30,82
138,28,82
139,34,83
140,31,82
141,32,83
142,28,82
143,29,82
144,24,83
145,32,82
146,35,83
147,27,82
148,30,82
149,35,83
150,27,82
151,29,82
152,34,83
153,36,83
154,29,82
155,26,82
156,28,82
157,28,82
158,26,83
159,26,82
160,35,83
161,20,82
162,30,82
163,33,82
164,24,239
165,27,82
166,29,83
167,24,82
168,24,82
169,31,82
170,32,82
171,29,82
172,27,82
173,27,82
174,33,82
175,28,82
176,29,83
177,30,82
178,33,82
179,27,82
180,28,82
181,31,82
182,30,82
183,36,83
184,33,83
185,29,82
186,28,82
187,36,83
188,35,82
189,32,82
190,31,82
191,0,84
192,34,82
193,24,82
194,33,82
195,31,82
196,33,82
197,32,83
198,30,82
199,28,82


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,5132,5132,30,84,1
1,1270,1270,26,84,1
2,1743,1743,35,84,1
3,1848,1848,33,84,1
4,5459,5459,26,84,1
5,5013,5013,36,84,1
6,3325,3325,41,84,1
7,3560,3560,30,84,1
8,1783,1783,43,84,0
9,4835,4835,37,84,1
10,541,541,46,84,1
11,2784,2784,34,84,1
12,4915,4915,38,84,1
13,5315,5315,35,84,1
14,4114,4114,38,84,1
15,1202,1202,38,84,1
16,5448,5448,47,84,1
17,1248,1248,35,84,1
18,3016,3016,25,84,1
19,1471,1471,41,84,0
20,4432,4432,47,84,1
21,950,950,39,84,0
22,2670,2670,41,84,1
23,5380,5380,36,84,1
24,2966,2966,38,84,1
25,88,88,40,84,0
26,4988,4988,41,84,0
27,881,881,33,84,0
28,2526,2526,17,84,0
29,2044,2044,29,84,1
30,3508,3508,35,84,1
31,3791,3791,35,84,1
32,5185,5185,32,84,0
33,4853,4853,26,84,1
34,2807,2807,36,84,1
35,3376,3376,50,84,1
36,2785,2785,45,84,1
37,5231,5231,31,84,1
38,4723,4723,32,84,1
39,3413,3413,31,84,1
40,3729,3729,48,84,1
41,4222,4222,36,84,1
42,1126,1126,58,84,1
43,1486,1486,48,84,1
44,2774,2774,40,84,1
45,5435,5435,31,84,1
46,2297,2297,45,84,1
47,5575,5575,35,84,1
48,1659,1659,34,84,1
49,323,323,35,84,1
50,4184,4184,46,84,1
51,4580,4580,34,84,1
52,1001,1001,37,84,1
53,4401,4401,38,84,0
54,1577,1577,45,84,1
55,1758,1758,40,84,1
56,770,770,31,84,1
57,3933,3933,27,84,0
58,1854,1854,39,84,1
59,540,540,36,84,1
60,4663,4663,38,84,1
61,1641,1641,46,84,1
62,4306,4306,50,84,1
63,2964,2964,33,84,1
64,4904,4904,30,84,1
65,406,406,34,84,1
66,3702,3702,33,84,1
67,2542,2542,35,84,1
68,1388,1388,42,84,1
69,4686,4686,27,84,1
70,108,108,44,84,1
71,1489,1489,28,84,1
72,5159,5159,25,84,1
73,2492,2492,38,84,1
74,4029,4029,44,84,1
75,4281,4281,37,84,1
76,1534,1534,28,84,1
77,2496,2496,46,84,1
78,5367,5367,27,84,0
79,4310,4310,31,84,0
80,3754,3754,42,84,1
81,3496,3496,37,84,1
82,2221,2221,38,84,1
83,985,985,30,84,1
84,53,53,43,84,1
85,1211,1211,44,84,1
86,584,584,30,84,1
87,1329,1329,45,84,1
88,1317,1317,33,84,0
89,2644,2644,35,84,1
90,1739,1739,24,84,1
91,4408,4408,37,84,1
92,5498,5498,31,84,1
93,4604,4604,37,84,1
94,649,649,40,84,1
95,840,840,41,84,1
96,1989,1989,38,84,1
97,2065,2065,36,84,1
98,1895,1895,36,84,1
99,4277,4277,40,84,1
100,3696,3696,34,84,1
101,5537,5537,27,84,1
102,1462,1462,39,84,1
103,1440,1440,31,84,1
104,2436,2436,33,84,1
105,232,232,40,84,1
106,3374,3374,41,84,1
107,4547,4547,46,84,1
108,1345,1345,31,84,0
109,779,779,30,84,1
110,4634,4634,32,84,1
111,4772,4772,34,84,0
112,3663,3663,32,84,0
113,5424,5424,39,84,1
114,448,448,55,84,0
115,1884,1884,36,84,1
116,1546,1546,30,84,0
117,3182,3182,35,84,1
118,1900,1900,41,84,1
119,1607,1607,36,84,1
120,4960,4960,32,84,0
121,1072,1072,35,84,1
122,2600,2600,27,84,1
123,3338,3338,39,84,1
124,2648,2648,40,84,0
125,5317,5317,27,84,1
126,1403,1403,36,84,1
127,2778,2778,34,84,1
128,4566,4566,36,84,0
129,5387,5387,29,84,1
130,5318,5318,26,84,1
131,3172,3172,25,84,1
132,2934,2934,33,84,1
133,871,871,36,84,1
134,850,850,40,84,1
135,2820,2820,24,84,0
136,5368,5368,20,84,1
137,3249,3249,38,84,0
