Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,14
Host write range: ,6315
Total Erase Count is: ,31414
Max Erase Count: ,592
Min Erase Count: ,0
Avg Erase Count: ,157.070000
Total GC Count is: ,9500
Total Segmental GC Count is: ,49869
Total WL Count is: ,5362
WAF is: ,5.369333

VB No,Valid Count,Erase Count
0,31,139
1,32,151
2,31,144
3,33,211
4,33,180
5,30,592
6,34,388
7,34,261
8,30,305
9,35,139
10,34,166
11,30,474
12,35,140
13,30,525
14,30,140
15,31,148
16,31,142
17,35,140
18,33,156
19,32,144
20,30,464
21,32,138
22,32,142
23,33,161
24,30,142
25,29,139
26,32,549
27,0,147
28,35,147
29,33,143
30,31,141
31,32,138
32,31,166
33,32,140
34,36,145
35,31,177
36,32,157
37,30,143
38,33,195
39,32,417
40,33,142
41,36,140
42,35,311
43,29,317
44,31,138
45,30,150
46,29,194
47,32,225
48,30,149
49,36,139
50,32,142
51,35,139
52,34,139
53,33,141
54,29,176
55,29,140
56,31,138
57,35,139
58,31,140
59,0,151
60,33,139
61,29,141
62,29,138
63,33,138
64,31,138
65,35,139
66,29,139
67,29,138
68,36,139
69,32,138
70,33,138
71,29,138
72,29,141
73,34,138
74,33,139
75,32,138
76,33,138
77,31,138
78,35,138
79,33,138
80,33,138
81,36,138
82,36,138
83,29,141
84,32,138
85,0,141
86,36,138
87,31,138
88,30,139
89,31,141
90,33,138
91,35,138
92,18,138
93,30,139
94,30,137
95,30,233
96,34,139
97,28,137
98,31,140
99,33,138
100,30,137
101,31,139
102,31,137
103,32,139
104,31,138
105,29,137
106,32,137
107,33,138
108,35,138
109,35,139
110,36,139
111,35,138
112,33,139
113,30,137
114,31,139
115,36,139
116,34,138
117,29,137
118,29,138
119,0,139
120,35,139
121,30,137
122,34,138
123,31,137
124,35,139
125,32,137
126,36,138
127,4,137
128,30,137
129,34,139
130,32,137
131,31,138
132,34,138
133,35,138
134,31,137
135,28,137
136,31,137
137,32,137
138,29,137
139,35,138
140,30,137
141,33,138
142,36,138
143,36,138
144,29,137
145,31,139
146,31,137
147,36,138
148,32,138
149,29,137
150,33,137
151,31,137
152,34,137
153,32,137
154,34,137
155,33,137
156,36,138
157,34,138
158,33,137
159,32,137
160,32,137
161,34,137
162,30,137
163,34,137
164,34,137
165,32,138
166,35,137
167,29,138
168,33,137
169,32,137
170,35,137
171,34,137
172,35,138
173,35,137
174,32,137
175,33,137
176,31,137
177,35,137
178,36,137
179,35,137
180,36,137
181,34,137
182,34,137
183,35,138
184,31,137
185,35,137
186,33,138
187,29,137
188,34,137
189,36,137
190,31,137
191,33,137
192,33,137
193,36,137
194,30,138
195,30,137
196,34,137
197,35,138
198,36,137
199,34,137


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,4512,4512,35,140,1
1,4313,4313,33,140,1
2,809,809,45,140,1
3,4699,4699,36,140,1
4,4793,4793,31,140,1
5,2062,2062,30,140,0
6,2544,2544,27,140,0
7,614,614,39,140,1
