Loop,Nand Write,Host Write,WAF
100,11250,11250,1.000000
200,16875,16875,1.000000
300,22500,22500,1.000000
400,28125,28125,1.000000
500,33750,33750,1.000000
600,39375,39375,1.000000
700,45000,45000,1.000000
800,50625,50625,1.000000
900,56250,56250,1.000000
1000,61875,61875,1.000000
1100,67500,67500,1.000000
1200,73125,73125,1.000000
1300,78750,78750,1.000000
1400,84375,84375,1.000000
1500,90000,90000,1.000000
1600,95625,95625,1.000000
1700,101250,101250,1.000000
1800,106875,106875,1.000000
1900,112500,112500,1.000000
2000,118125,118125,1.000000
2100,123750,123750,1.000000
2200,129375,129375,1.000000
2300,135000,135000,1.000000
2400,140625,140625,1.000000
2500,146250,146250,1.000000
2600,151875,151875,1.000000
2700,157500,157500,1.000000
2800,163125,163125,1.000000
2900,168750,168750,1.000000
3000,174375,174375,1.000000
3100,180000,180000,1.000000
3200,185625,185625,1.000000
3300,191250,191250,1.000000
3400,196875,196875,1.000000
3500,202500,202500,1.000000
3600,208125,208125,1.000000
3700,213750,213750,1.000000
3800,219375,219375,1.000000
3900,225000,225000,1.000000
4000,230625,230625,1.000000
4100,236250,236250,1.000000
4200,241875,241875,1.000000
4300,247500,247500,1.000000
4400,253125,253125,1.000000
4500,258750,258750,1.000000
4600,264375,264375,1.000000
4700,270000,270000,1.000000
4800,275625,275625,1.000000
4900,281250,281250,1.000000
5000,286875,286875,1.000000
5100,292500,292500,1.000000
5200,298125,298125,1.000000
5300,303750,303750,1.000000
5400,309375,309375,1.000000
5500,315000,315000,1.000000
5600,320625,320625,1.000000
5700,326250,326250,1.000000
5800,331875,331875,1.000000
5900,337500,337500,1.000000
6000,343125,343125,1.000000
6100,348750,348750,1.000000
6200,354375,354375,1.000000
6300,360000,360000,1.000000
6400,365625,365625,1.000000
6500,371250,371250,1.000000
6600,376875,376875,1.000000
6700,382500,382500,1.000000
6800,388125,388125,1.000000
6900,393750,393750,1.000000
7000,399375,399375,1.000000
7100,405000,405000,1.000000
7200,410625,410625,1.000000
7300,416250,416250,1.000000
7400,421875,421875,1.000000
7500,427500,427500,1.000000
7600,433125,433125,1.000000
7700,438750,438750,1.000000
7800,444375,444375,1.000000
7900,450000,450000,1.000000
8000,455625,455625,1.000000
8100,461250,461250,1.000000
8200,466875,466875,1.000000
8300,472500,472500,1.000000
8400,478125,478125,1.000000
8500,483750,483750,1.000000
8600,489375,489375,1.000000
8700,495000,495000,1.000000
8800,500625,500625,1.000000
8900,506250,506250,1.000000
9000,511875,511875,1.000000
9100,517500,517500,1.000000
9200,523125,523125,1.000000
9300,528750,528750,1.000000
