Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,7
Host write range: ,6728
Total Erase Count is: ,31401
Max Erase Count: ,163
Min Erase Count: ,152
Avg Erase Count: ,157.005000
Total GC Count is: ,0
Total Segmental GC Count is: ,0
Total WL Count is: ,3624
WAF is: ,1.129494

VB No,Valid Count,Erase Count
0,36,157
1,36,157
2,36,157
3,36,157
4,36,157
5,36,157
6,36,155
7,36,155
8,36,155
9,36,155
10,36,154
11,36,157
12,36,157
13,36,158
14,0,158
15,0,158
16,0,158
17,36,161
18,36,161
19,36,161
20,36,161
21,36,160
22,36,160
23,36,154
24,36,154
25,36,154
26,36,154
27,36,162
28,36,154
29,36,156
30,36,156
31,36,156
32,36,154
33,36,154
34,36,154
35,36,154
36,36,160
37,36,160
38,36,158
39,36,159
40,36,159
41,36,153
42,36,158
43,36,153
44,36,153
45,36,156
46,36,156
47,36,154
48,36,154
49,36,158
50,36,156
51,36,158
52,36,153
53,36,156
54,36,153
55,36,153
56,36,153
57,36,153
58,36,153
59,36,153
60,36,153
61,36,153
62,36,153
63,36,159
64,36,159
65,36,158
66,36,158
67,36,153
68,36,158
69,36,158
70,0,157
71,0,157
72,0,157
73,0,157
74,36,153
75,0,157
76,36,158
77,36,157
78,36,157
79,36,157
80,36,158
81,36,157
82,36,158
83,36,157
84,36,157
85,36,157
86,36,163
87,36,163
88,36,163
89,36,157
90,36,163
91,36,162
92,36,156
93,36,156
94,36,156
95,36,160
96,36,159
97,36,157
98,36,162
99,36,162
100,36,157
101,36,157
102,36,157
103,36,157
104,36,157
105,36,162
106,36,157
107,36,157
108,36,157
109,36,162
110,36,162
111,36,156
112,36,157
113,36,157
114,36,156
115,36,156
116,36,156
117,36,162
118,36,156
119,36,162
120,36,156
121,36,156
122,36,162
123,36,162
124,36,162
125,36,162
126,36,161
127,36,161
128,0,157
129,36,156
130,36,161
131,36,161
132,36,156
133,36,161
134,0,157
135,36,156
136,36,161
137,36,156
138,36,155
139,36,155
140,0,157
141,36,161
142,36,161
143,32,161
144,0,157
145,36,155
146,36,155
147,36,155
148,36,160
149,35,160
150,1,154
151,36,160
152,36,160
153,36,152
154,36,160
155,36,155
156,36,155
157,36,155
158,36,155
159,36,152
160,36,154
161,36,152
162,36,152
163,36,154
164,36,160
165,36,160
166,36,154
167,36,154
168,36,160
169,36,159
170,36,154
171,36,159
172,36,159
173,36,159
174,36,154
175,36,154
176,36,159
177,36,159
178,36,153
179,36,153
180,36,153
181,36,153
182,36,158
183,36,153
184,36,153
185,36,158
186,36,158
187,36,159
188,36,159
189,36,154
190,36,154
191,36,158
192,36,158
193,36,158
194,36,153
195,36,158
196,36,158
197,36,158
198,36,153
199,36,153


Physical Page Address,Logical Page Address,Data,LCA_Counts,Nand_WriteCounts,Valid_Page
0,5868,5868,1,158,1
1,5869,5869,1,158,1
2,5870,5870,1,158,1
3,5871,5871,1,158,1
4,5872,5872,1,158,1
5,5873,5873,1,158,1
6,5874,5874,1,158,1
7,5875,5875,1,158,1
8,5876,5876,1,158,1
9,5877,5877,1,158,1
10,5878,5878,1,158,1
11,5879,5879,1,158,1
12,5880,5880,1,158,1
13,5881,5881,1,158,1
14,5882,5882,1,158,1
15,5883,5883,1,158,1
16,5884,5884,1,158,1
17,5885,5885,1,158,1
18,5886,5886,1,158,1
19,5887,5887,1,158,1
20,5888,5888,1,158,1
21,5889,5889,1,158,1
22,5890,5890,1,158,1
23,5891,5891,1,158,1
24,5892,5892,1,158,1
25,5893,5893,1,158,1
26,5894,5894,1,158,1
27,5895,5895,1,158,1
28,5896,5896,1,158,1
29,5897,5897,1,158,1
30,5898,5898,1,158,1
31,5899,5899,1,158,1
32,5900,5900,1,158,1
33,5901,5901,1,158,1
34,5902,5902,1,158,1
35,5903,5903,1,158,1
36,324,324,1,158,1
37,325,325,1,158,1
38,326,326,1,158,1
39,327,327,1,158,1
40,328,328,1,158,1
41,329,329,1,158,1
42,330,330,1,158,1
43,331,331,1,158,1
44,332,332,1,158,1
45,333,333,1,158,1
46,334,334,1,158,1
47,335,335,1,158,1
48,336,336,1,158,1
49,337,337,1,158,1
50,338,338,1,158,1
51,339,339,1,158,1
52,340,340,1,158,1
53,341,341,1,158,1
54,342,342,1,158,1
55,343,343,1,158,1
56,344,344,1,158,1
57,345,345,1,158,1
58,346,346,1,158,1
59,347,347,1,158,1
60,348,348,1,158,1
61,349,349,1,158,1
62,350,350,1,158,1
63,351,351,1,158,1
64,352,352,1,158,1
65,353,353,1,158,1
66,354,354,1,158,1
67,355,355,1,158,1
68,356,356,1,158,1
69,357,357,1,158,1
70,358,358,1,158,1
71,359,359,1,158,1
72,1296,1296,1,158,1
73,1297,1297,1,158,1
74,1298,1298,1,158,1
75,1299,1299,1,158,1
76,1300,1300,1,158,1
77,1301,1301,1,158,1
78,1302,1302,1,158,1
79,1303,1303,1,158,1
80,1304,1304,1,158,1
81,1305,1305,1,158,1
82,1306,1306,1,158,1
83,1307,1307,1,158,1
84,1308,1308,1,158,1
85,1309,1309,1,158,1
86,1310,1310,1,158,1
87,1311,1311,1,158,1
88,1312,1312,1,158,1
89,1313,1313,1,158,1
90,1314,1314,1,158,1
91,1315,1315,1,158,1
92,1316,1316,1,158,1
93,1317,1317,1,158,1
94,1318,1318,1,158,1
95,1319,1319,1,158,1
96,1320,1320,1,158,1
97,1321,1321,1,158,1
98,1322,1322,1,158,1
99,1323,1323,1,158,1
100,1324,1324,1,158,1
101,1325,1325,1,158,1
102,1326,1326,1,158,1
103,1327,1327,1,158,1
104,1328,1328,1,158,1
105,1329,1329,1,158,1
106,1330,1330,1,158,1
107,1331,1331,1,158,1
108,1620,1620,1,158,1
109,1621,1621,1,158,1
110,1622,1622,1,158,1
111,1623,1623,1,158,1
112,1624,1624,1,158,1
113,1625,1625,1,158,1
114,1626,1626,1,158,1
115,1627,1627,1,158,1
116,1628,1628,1,158,1
117,1629,1629,1,158,1
118,1630,1630,1,158,1
119,1631,1631,1,158,1
120,1632,1632,1,158,1
121,1633,1633,1,158,1
122,1634,1634,1,158,1
123,1635,1635,1,158,1
124,1636,1636,1,158,1
125,1637,1637,1,158,1
126,1638,1638,1,158,1
127,1639,1639,1,158,1
128,1640,1640,1,158,1
129,1641,1641,1,158,1
130,1642,1642,1,158,1
131,1643,1643,1,158,1
132,1644,1644,1,158,1
133,1645,1645,1,158,1
134,1646,1646,1,158,1
135,1647,1647,1,158,1
136,1648,1648,1,158,1
137,1649,1649,1,158,1
138,1650,1650,1,158,1
139,1651,1651,1,158,1
140,1652,1652,1,158,1
141,1653,1653,1,158,1
142,1654,1654,1,158,1
143,1655,1655,1,158,1
144,4500,4500,1,158,1
145,4501,4501,1,158,1
146,4502,4502,1,158,1
147,4503,4503,1,158,1
148,4504,4504,1,158,1
149,4505,4505,1,158,1
150,4506,4506,1,158,1
151,4507,4507,1,158,1
152,4508,4508,1,158,1
153,4509,4509,1,158,1
154,4510,4510,1,158,1
155,4511,4511,1,158,1
156,4512,4512,1,158,1
157,4513,4513,1,158,1
158,4514,4514,1,158,1
159,4515,4515,1,158,1
160,4516,4516,1,158,1
161,4517,4517,1,158,1
162,4518,4518,1,158,1
163,4519,4519,1,158,1
164,4520,4520,1,158,1
165,4521,4521,1,158,1
166,4522,4522,1,158,1
167,4523,4523,1,158,1
168,4524,4524,1,158,1
169,4525,4525,1,158,1
170,4526,4526,1,158,1
171,4527,4527,1,158,1
172,4528,4528,1,158,1
173,4529,4529,1,158,1
174,4530,4530,1,158,1
175,4531,4531,1,158,1
176,4532,4532,1,157,1
177,4533,4533,1,157,1
178,4534,4534,1,157,1
179,4535,4535,1,157,1
180,5796,5796,1,158,1
181,5797,5797,1,158,1
182,5798,5798,1,158,1
183,5799,5799,1,158,1
184,5800,5800,1,158,1
185,5801,5801,1,158,1
186,5802,5802,1,158,1
187,5803,5803,1,158,1
188,5804,5804,1,158,1
189,5805,5805,1,158,1
190,5806,5806,1,158,1
191,5807,5807,1,158,1
192,5808,5808,1,158,1
193,5809,5809,1,158,1
194,5810,5810,1,158,1
195,5811,5811,1,158,1
196,5812,5812,1,158,1
197,5813,5813,1,158,1
198,5814,5814,1,158,1
199,5815,5815,1,158,1
200,5816,5816,1,158,1
201,5817,5817,1,158,1
202,5818,5818,1,158,1
203,5819,5819,1,158,1
204,5820,5820,1,158,1
205,5821,5821,1,158,1
206,5822,5822,1,158,1
207,5823,5823,1,158,1
208,5824,5824,1,158,1
209,5825,5825,1,158,1
210,5826,5826,1,158,1
211,5827,5827,1,158,1
212,5828,5828,1,158,1
213,5829,5829,1,158,1
214,5830,5830,1,158,1
215,5831,5831,1,158,1
216,2304,2304,1,156,1
217,2305,2305,1,156,1
218,2306,2306,1,156,1
219,2307,2307,1,156,1
220,2308,2308,1,156,1
221,2309,2309,1,156,1
222,2310,2310,1,156,1
223,2311,2311,1,156,1
224,2312,2312,1,156,1
225,2313,2313,1,156,1
226,2314,2314,1,156,1
227,2315,2315,1,156,1
228,2316,2316,1,156,1
229,2317,2317,1,156,1
230,2318,2318,1,156,1
231,2319,2319,1,156,1
232,2320,2320,1,156,1
233,2321,2321,1,156,1
234,2322,2322,1,156,1
235,2323,2323,1,156,1
236,2324,2324,1,156,1
237,2325,2325,1,156,1
238,2326,2326,1,156,1
239,2327,2327,1,156,1
240,2328,2328,1,156,1
241,2329,2329,1,156,1
242,2330,2330,1,156,1
243,2331,2331,1,156,1
244,2332,2332,1,156,1
245,2333,2333,1,156,1
246,2334,2334,1,156,1
247,2335,2335,1,156,1
248,2336,2336,1,156,1
249,2337,2337,1,156,1
250,2338,2338,1,156,1
251,2339,2339,1,156,1
252,2268,2268,1,156,1
253,2269,2269,1,156,1
254,2270,2270,1,156,1
255,2271,2271,1,156,1
256,2272,2272,1,156,1
257,2273,2273,1,156,1
258,2274,2274,1,156,1
259,2275,2275,1,156,1
260,2276,2276,1,156,1
261,2277,2277,1,156,1
262,2278,2278,1,156,1
263,2279,2279,1,156,1
264,2280,2280,1,156,1
265,2281,2281,1,156,1
266,2282,2282,1,156,1
267,2283,2283,1,156,1
268,2284,2284,1,156,1
