Loop,Nand Write,Host Write,WAF
100,6829,6829,1.000000
200,7113,6929,1.026555
300,7413,7029,1.054631
400,8361,7129,1.172815
500,9148,7229,1.265459
600,10196,7329,1.391186
700,11277,7429,1.517970
800,12251,7529,1.627175
900,13171,7629,1.726439
1000,14219,7729,1.839695
1100,15267,7829,1.950057
1200,16216,7929,2.045151
1300,17396,8029,2.166646
1400,18219,8129,2.241235
1500,19231,8229,2.336979
1600,20375,8329,2.446272
1700,21287,8429,2.525448
1800,22137,8529,2.595498
1900,23148,8629,2.682582
2000,24125,8729,2.763776
2100,25143,8829,2.847774
2200,26217,8929,2.936163
2300,27041,9029,2.994905
2400,28125,9129,3.080841
2500,29241,9229,3.168382
2600,30324,9329,3.250509
2700,31244,9429,3.313607
2800,32292,9529,3.388813
2900,33305,9629,3.458822
3000,34413,9729,3.537157
3100,35360,9829,3.597518
3200,36140,9929,3.639843
3300,37219,10029,3.711138
3400,38196,10129,3.770955
3500,39144,10229,3.826767
3600,40029,10329,3.875399
3700,41039,10429,3.935085
3800,42052,10529,3.993922
3900,42964,10629,4.042149
4000,44107,10729,4.111008
4100,44925,10829,4.148583
4200,45871,10929,4.197182
4300,46952,11029,4.257140
4400,47893,11129,4.303441
4500,48680,11229,4.335203
4600,49720,11329,4.388737
4700,50764,11429,4.441683
4800,51712,11529,4.485385
4900,52856,11629,4.545189
5000,53609,11729,4.570637
5100,54655,11829,4.620424
5200,55699,11929,4.669209
5300,56676,12029,4.711614
5400,57559,12129,4.745568
5500,58571,12229,4.789517
5600,59511,12329,4.826912
5700,60387,12429,4.858557
5800,61137,12529,4.879639
5900,62113,12629,4.918283
6000,63195,12729,4.964648
6100,64243,12829,5.007639
6200,65324,12929,5.052518
6300,66176,13029,5.079131
6400,67256,13129,5.122705
6500,68268,13229,5.160481
6600,69316,13329,5.200390
6700,70065,13429,5.217440
6800,71041,13529,5.251016
6900,72152,13629,5.294005
7000,73195,13729,5.331415
7100,74171,13829,5.363439
7200,74959,13929,5.381506
7300,76075,14029,5.422696
7400,77017,14129,5.450987
7500,78064,14229,5.486260
7600,79173,14329,5.525368
7700,79959,14429,5.541548
7800,80937,14529,5.570721
7900,82017,14629,5.606467
8000,83028,14729,5.637043
8100,83877,14829,5.656282
8200,84923,14929,5.688459
8300,85899,15029,5.715550
8400,86777,15129,5.735805
8500,87813,15229,5.766170
8600,88565,15329,5.777611
8700,89647,15429,5.810292
8800,90793,15529,5.846674
8900,91776,15629,5.872161
9000,92660,15729,5.891029
9100,93671,15829,5.917683
9200,94647,15929,5.941804
9300,95561,16029,5.961757
9400,96668,16129,5.993428
9500,97555,16229,6.011153
9600,98564,16329,6.036132
9700,99611,16429,6.063120
9800,100487,16529,6.079436
9900,101472,16629,6.102111
10000,102448,16729,6.123976
10100,103495,16829,6.149801
10200,104576,16929,6.177329
10300,105560,17029,6.198837
10400,106375,17129,6.210228
10500,107625,17229,6.246735
10600,108883,17329,6.283282
10700,110110,17429,6.317632
10800,111059,17529,6.335729
10900,112243,17629,6.366952
11000,113535,17729,6.403914
11100,114780,17829,6.437826
11200,115861,17929,6.462212
11300,117086,18029,6.494315
11400,118410,18129,6.531524
11500,119730,18229,6.568106
11600,120816,18329,6.591522
11700,122070,18429,6.623799
11800,123222,18529,6.650224
11900,124599,18629,6.688443
12000,125781,18729,6.715842
12100,126832,18829,6.735992
12200,127949,18929,6.759417
12300,129202,19029,6.789742
12400,130451,19129,6.819541
12500,131761,19229,6.852202
12600,132681,19329,6.864349
12700,133690,19429,6.880951
12800,134866,19529,6.905935
12900,136182,19629,6.937796
13000,137223,19729,6.955396
13100,138371,19829,6.978214
13200,139622,19929,7.005971
13300,140806,20029,7.030106
13400,141928,20129,7.050922
13500,143047,20229,7.071383
13600,144228,20329,7.094692
13700,145406,20429,7.117627
13800,146751,20529,7.148473
13900,147767,20629,7.163071
14000,148880,20729,7.182209
14100,149962,20829,7.199674
14200,151280,20929,7.228248
14300,152331,21029,7.243854
14400,153520,21129,7.265843
14500,154871,21229,7.295256
14600,156221,21329,7.324347
14700,157473,21429,7.348593
14800,158490,21529,7.361698
14900,159674,21629,7.382403
15000,160958,21729,7.407520
15100,162278,21829,7.434056
15200,163657,21929,7.463040
15300,164510,22029,7.467883
15400,165688,22129,7.487370
15500,166931,22229,7.509605
15600,168074,22329,7.527162
15700,169090,22429,7.538901
15800,170169,22529,7.553331
15900,171383,22629,7.573600
16000,172598,22729,7.593735
16100,173685,22829,7.608086
16200,174906,22929,7.628156
16300,176190,23029,7.650788
16400,177339,23129,7.667387
16500,178588,23229,7.688148
16600,179736,23329,7.704402
16700,180816,23429,7.717615
16800,182133,23529,7.740788
16900,183345,23629,7.759321
17000,184362,23729,7.769480
17100,185684,23829,7.792354
17200,186899,23929,7.810565
17300,188216,24029,7.832869
17400,189400,24129,7.849476
17500,190454,24229,7.860580
17600,191635,24329,7.876814
17700,192880,24429,7.895534
17800,194124,24529,7.914061
17900,195410,24629,7.934143
18000,196326,24729,7.939100
18100,197504,24829,7.954569
18200,198711,24929,7.971078
18300,199853,25029,7.984858
18400,200944,25129,7.996498
18500,201989,25229,8.006223
18600,203274,25329,8.025346
18700,204489,25429,8.041567
18800,205899,25529,8.065298
18900,206823,25629,8.069882
19000,207999,25729,8.084224
19100,209350,25829,8.105231
19200,210564,25929,8.120791
19300,211579,26029,8.128587
19400,212795,26129,8.144016
19500,213941,26229,8.156659
19600,215190,26329,8.173117
19700,216404,26429,8.188127
19800,217288,26529,8.190584
19900,218497,26629,8.205227
20000,219743,26729,8.221146
20100,221021,26829,8.238138
20200,222083,26929,8.246983
20300,223302,27029,8.261571
20400,224585,27129,8.278411
20500,225698,27229,8.288883
20600,226977,27329,8.305353
20700,227828,27429,8.306099
20800,229039,27529,8.319917
20900,230357,27629,8.337508
21000,231572,27729,8.351257
21100,232588,27829,8.357756
21200,233773,27929,8.370260
21300,235052,28029,8.386029
21400,236267,28129,8.399410
21500,237479,28229,8.412590
21600,238372,28329,8.414416
21700,239660,28429,8.430124
21800,240911,28529,8.444425
21900,242090,28629,8.456111
22000,243138,28729,8.463156
22100,244356,28829,8.476048
22200,245603,28929,8.489854
22300,246853,29029,8.503669
22400,248171,29129,8.519723
22500,249062,29229,8.521058
22600,250237,29329,8.532067
22700,251518,29429,8.546604
22800,252700,29529,8.557689
22900,253750,29629,8.564244
23000,255107,29729,8.581082
23100,256226,29829,8.589829
23200,257502,29929,8.603762
23300,258711,30029,8.615372
23400,259636,30129,8.617478
23500,260919,30229,8.631414
23600,262099,30329,8.641861
23700,263313,30429,8.653357
23800,264397,30529,8.660520
23900,265682,30629,8.674198
24000,266965,30729,8.687722
24100,268141,30829,8.697687
24200,269490,30929,8.713182
24300,270304,31029,8.711335
24400,271551,31129,8.723409
24500,272837,31229,8.736655
24600,274121,31329,8.749753
24700,275140,31429,8.754335
24800,276388,31529,8.766152
24900,277532,31629,8.774606
25000,278777,31729,8.786189
25100,280095,31829,8.799994
25200,281018,31929,8.801340
25300,282271,32029,8.812982
25400,283756,32129,8.831772
25500,284934,32229,8.840920
25600,285921,32329,8.844103
25700,287136,32429,8.854297
25800,288315,32529,8.863322
25900,289461,32629,8.871280
26000,290607,32729,8.879190
26100,291527,32829,8.880167
26200,292908,32929,8.895138
26300,294156,33029,8.905992
26400,295402,33129,8.916719
26500,296354,33229,8.918535
26600,297599,33329,8.929131
26700,298983,33429,8.943821
26800,300297,33529,8.956336
26900,301510,33629,8.965774
27000,302399,33729,8.965549
27100,303646,33829,8.975908
27200,304967,33929,8.988388
27300,306220,34029,8.998795
27400,307173,34129,9.000352
27500,308386,34229,9.009495
27600,309656,34329,9.020245
27700,310703,34429,9.024456
27800,311951,34529,9.034464
27900,312870,34629,9.034913
