Loop,Nand Write,Host Write,WAF
100,5364,5364,1.000000
200,5464,5464,1.000000
300,5564,5564,1.000000
400,5664,5664,1.000000
500,5764,5764,1.000000
600,5864,5864,1.000000
700,6096,5964,1.022133
800,6447,6064,1.063160
900,6787,6164,1.101071
1000,7139,6264,1.139687
1100,7538,6364,1.184475
1200,7902,6464,1.222463
1300,8256,6564,1.257770
1400,8631,6664,1.295168
1500,8983,6764,1.328060
1600,9346,6864,1.361597
1700,9734,6964,1.397760
1800,10087,7064,1.427945
1900,10404,7164,1.452261
2000,10780,7264,1.484031
2100,11118,7364,1.509777
2200,11448,7464,1.533762
2300,11835,7564,1.564648
2400,12188,7664,1.590292
2500,12528,7764,1.613601
2600,12903,7864,1.640768
2700,13231,7964,1.661351
2800,13595,8064,1.685888
2900,13983,8164,1.712763
3000,14347,8264,1.736084
3100,14699,8364,1.757413
3200,15052,8464,1.778355
3300,15402,8564,1.798459
3400,15755,8664,1.818444
3500,16108,8764,1.837974
3600,16448,8864,1.855596
3700,16823,8964,1.876729
3800,17200,9064,1.897617
3900,17562,9164,1.916412
4000,17904,9264,1.932642
4100,18291,9364,1.953332
4200,18632,9464,1.968724
4300,18982,9564,1.984734
4400,19359,9664,2.003208
4500,19735,9764,2.021200
4600,20099,9864,2.037612
4700,20487,9964,2.056102
4800,20839,10064,2.070648
4900,21202,10164,2.085990
5000,21567,10264,2.101228
5100,21930,10364,2.115978
5200,22296,10464,2.130734
5300,22684,10564,2.147293
5400,23024,10664,2.159040
5500,23387,10764,2.172705
5600,23788,10864,2.189617
5700,24140,10964,2.201751
5800,24504,11064,2.214751
5900,24915,11164,2.231727
6000,25291,11264,2.245295
6100,25666,11364,2.258536
6200,26056,11464,2.272854
6300,26418,11564,2.284504
6400,26772,11664,2.295267
6500,27159,11764,2.308654
6600,27510,11864,2.318780
6700,27863,11964,2.328903
6800,28227,12064,2.339771
6900,28590,12164,2.350378
7000,28943,12264,2.359997
7100,29320,12364,2.371401
7200,29694,12464,2.382381
7300,30046,12564,2.391436
7400,30436,12664,2.403348
7500,30762,12764,2.410060
7600,31126,12864,2.419621
7700,31515,12964,2.430963
7800,31856,13064,2.438457
7900,32207,13164,2.446597
8000,32607,13264,2.458308
8100,32971,13364,2.467151
8200,33324,13464,2.475045
8300,33710,13564,2.485255
8400,34062,13664,2.492828
8500,34414,13764,2.500291
8600,34804,13864,2.510387
8700,35155,13964,2.517545
8800,35506,14064,2.524602
8900,35906,14164,2.535018
9000,36247,14264,2.541153
9100,36623,14364,2.549638
9200,37000,14464,2.558075
9300,37351,14564,2.564611
9400,37704,14664,2.571195
9500,38103,14764,2.580805
9600,38456,14864,2.587191
9700,38806,14964,2.593291
9800,39195,15064,2.601899
9900,39536,15164,2.607228
9999,39899,15263,2.614099
