Loop,Nand Write,Host Write,WAF
100,67390,67390,1.000000
200,67490,67490,1.000000
300,67590,67590,1.000000
400,67690,67690,1.000000
500,67790,67790,1.000000
600,67890,67890,1.000000
700,67990,67990,1.000000
800,68090,68090,1.000000
900,68190,68190,1.000000
1000,68290,68290,1.000000
1100,68390,68390,1.000000
1200,68490,68490,1.000000
1300,68590,68590,1.000000
1400,68690,68690,1.000000
1500,68790,68790,1.000000
1600,68890,68890,1.000000
1700,68990,68990,1.000000
1800,69090,69090,1.000000
1900,69190,69190,1.000000
2000,69290,69290,1.000000
2100,69390,69390,1.000000
2200,69490,69490,1.000000
2300,69590,69590,1.000000
2400,69690,69690,1.000000
2500,69790,69790,1.000000
2600,69890,69890,1.000000
2700,69990,69990,1.000000
2800,70090,70090,1.000000
2900,70190,70190,1.000000
3000,70290,70290,1.000000
3100,70390,70390,1.000000
3200,70490,70490,1.000000
3300,70590,70590,1.000000
3400,70690,70690,1.000000
3500,70790,70790,1.000000
3600,70890,70890,1.000000
3700,70990,70990,1.000000
3800,71090,71090,1.000000
3900,71190,71190,1.000000
4000,71290,71290,1.000000
4100,71390,71390,1.000000
4200,71490,71490,1.000000
4300,71590,71590,1.000000
4400,71794,71690,1.001451
4500,72094,71790,1.004235
4600,72394,71890,1.007011
4700,72694,71990,1.009779
4800,72994,72090,1.012540
4900,73294,72190,1.015293
5000,73648,72290,1.018785
5100,74056,72390,1.023014
5200,74494,72490,1.027645
5300,74959,72590,1.032635
5400,75369,72690,1.036855
5500,75808,72790,1.041462
5600,76217,72890,1.045644
5700,76627,72990,1.049829
5800,77064,73090,1.054371
5900,77503,73190,1.058929
6000,77913,73290,1.063078
6100,78353,73390,1.067625
6200,78792,73490,1.072146
6300,79287,73590,1.077415
6400,79614,73690,1.080391
6500,80080,73790,1.085242
6600,80518,73890,1.089701
6700,80985,73990,1.094540
6800,81395,74090,1.098596
6900,81778,74190,1.102278
7000,82216,74290,1.106690
7100,82655,74390,1.111104
7200,83093,74490,1.115492
7300,83503,74590,1.119493
7400,83913,74690,1.123484
7500,84350,74790,1.127825
7600,84758,74890,1.131767
7700,85139,74990,1.135338
7800,85520,75090,1.138900
7900,85958,75190,1.143211
8000,86395,75290,1.147496
8100,86832,75390,1.151771
8200,87213,75490,1.155292
8300,87623,75590,1.159188
8400,88031,75690,1.163047
8500,88439,75790,1.166895
8600,88848,75890,1.170747
8700,89256,75990,1.174576
8800,89637,76090,1.178039
8900,90073,76190,1.182216
9000,90482,76290,1.186027
9100,90890,76390,1.189815
9200,91298,76490,1.193594
9300,91706,76590,1.197363
9400,92114,76690,1.201121
9500,92522,76790,1.204870
9600,92849,76890,1.207556
9700,93257,76990,1.211287
9800,93664,77090,1.214995
9900,94072,77190,1.218707
10000,94453,77290,1.222060
10100,94860,77390,1.225740
10200,95268,77490,1.229423
10300,95676,77590,1.233097
10400,96084,77690,1.236761
10500,96438,77790,1.239722
10600,96819,77890,1.243022
10700,97227,77990,1.246660
10800,97635,78090,1.250288
10900,98016,78190,1.253562
11000,98424,78290,1.257172
11100,98832,78390,1.260773
11200,99240,78490,1.264365
11300,99646,78590,1.267922
11400,100027,78690,1.271153
11500,100435,78790,1.274718
11600,100842,78890,1.278261
11700,101249,78990,1.281795
11800,101603,79090,1.284650
11900,102010,79190,1.288168
12000,102389,79290,1.291323
12100,102770,79390,1.294496
12200,103178,79490,1.298000
12300,103586,79590,1.301495
12400,103994,79690,1.304982
12500,104402,79790,1.308460
12600,104782,79890,1.311578
12700,105136,79990,1.314364
12800,105544,80090,1.317817
12900,105950,80190,1.321237
13000,106330,80290,1.324324
13100,106737,80390,1.327740
13200,107117,80490,1.330811
13300,107524,80590,1.334210
13400,107931,80690,1.337601
13500,108257,80790,1.339980
13600,108665,80890,1.343368
13700,109073,80990,1.346747
13800,109481,81090,1.350117
13900,109860,81190,1.353122
14000,110268,81290,1.356477
14100,110649,81390,1.359491
14200,111057,81490,1.362830
14300,111464,81590,1.366148
14400,111872,81690,1.369470
14500,112226,81790,1.372124
14600,112634,81890,1.375430
14700,113042,81990,1.378729
14800,113450,82090,1.382020
14900,113831,82190,1.384974
15000,114239,82290,1.388249
15100,114647,82390,1.391516
15200,115028,82490,1.394448
15300,115436,82590,1.397699
15400,115790,82690,1.400290
15500,116198,82790,1.403527
15600,116605,82890,1.406744
15700,117013,82990,1.409965
15800,117394,83090,1.412854
15900,117802,83190,1.416060
16000,118182,83290,1.418922
16100,118590,83390,1.422113
16200,118998,83490,1.425296
16300,119351,83590,1.427814
16400,119758,83690,1.430971
16500,120166,83790,1.434133
16600,120574,83890,1.437287
16700,120955,83990,1.440112
16800,121336,84090,1.442930
16900,121744,84190,1.446062
17000,122152,84290,1.449187
17100,122559,84390,1.452293
17200,122886,84490,1.454444
17300,123294,84590,1.457548
17400,123702,84690,1.460645
17500,124110,84790,1.463734
17600,124518,84890,1.466816
17700,124898,84990,1.469561
17800,125305,85090,1.472617
17900,125713,85190,1.475678
18000,126120,85290,1.478720
18100,126501,85390,1.481450
18200,126882,85490,1.484174
18300,127290,85590,1.487206
18400,127725,85690,1.490547
18500,128052,85790,1.492622
18600,128460,85890,1.495634
18700,128868,85990,1.498639
18800,129275,86090,1.501626
18900,129683,86190,1.504618
19000,130064,86290,1.507289
19100,130445,86390,1.509955
19200,130853,86490,1.512926
19300,131261,86590,1.515891
19400,131642,86690,1.518537
19500,132021,86790,1.521155
19600,132428,86890,1.524088
19700,132836,86990,1.527026
19800,133244,87090,1.529958
19900,133598,87190,1.532263
20000,134006,87290,1.535182
20100,134386,87390,1.537773
20200,134794,87490,1.540679
20300,135174,87590,1.543258
20400,135554,87690,1.545832
20500,135961,87790,1.548707
20600,136341,87890,1.551269
20700,136748,87990,1.554131
20800,137102,88090,1.556386
20900,137509,88190,1.559236
21000,137890,88290,1.561785
